# timestamps [seconds],pts
38866.835912,3186299
38866.867805,3188389
38866.900228,3190514
38866.935981,3192857
38866.968228,3194970
38866.999962,3197050
38867.035867,3199403
38867.067757,3201493
38867.103839,3203858
38867.135829,3205954
38867.167810,3208050
38867.203751,3210405
38867.235712,3212500
38867.267743,3214599
38867.303871,3216967
38867.335955,3219069
38867.371763,3221416
38867.403913,3223523
38867.436119,3225634
38867.472263,3228002
38867.504059,3230086
38867.536266,3232197
38867.571823,3234527
38867.603938,3236632
38867.639938,3238991
38867.671961,3241089
38867.704033,3243191
38867.739955,3245545
38867.771880,3247638
38867.803920,3249737
38867.840109,3252109
38867.871953,3254196
38867.907824,3256547
38867.939922,3258650
38867.972222,3260767
38868.008218,3263126
38868.039859,3265200
38868.072131,3267315
38868.107911,3269659
38868.139883,3271755
38868.176233,3274137
38868.207964,3276216
38868.240230,3278331
38868.275901,3280669
38868.308134,3282781
38868.344233,3285147
38868.376007,3287229
38868.413317,3289674
38868.444610,3291725
38868.475775,3293767
38868.507750,3295863
38868.543914,3298233
38868.575835,3300325
38868.611869,3302686
38868.643864,3304783
38868.675729,3306871
38868.712116,3309256
38868.743817,3311333
38868.775802,3313430
38868.811880,3315794
38868.844010,3317900
38868.879926,3320253
38868.911973,3322354
38868.943999,3324452
38868.979746,3326795
38869.011800,3328896
38869.043970,3331004
38869.079884,3333358
38869.111922,3335457
38869.147824,3337810
38869.179836,3339908
38869.211789,3342002
38869.249096,3344447
38869.279872,3346464
38869.311978,3348568
38869.347806,3350916
38869.379848,3353016
38869.415941,3355381
38869.447817,3357470
38869.480116,3359587
38869.515948,3361935
38869.547992,3364035
38869.579884,3366125
38869.616088,3368498
38869.647851,3370579
38869.683760,3372933
38869.715719,3375027
38869.747962,3377140
38869.783850,3379492
38869.816018,3381600
38869.851919,3383953
38869.883824,3386044
38869.915825,3388141
38869.951965,3390509
38869.983920,3392604
38870.015968,3394704
38870.051825,3397054
38870.083828,3399151
38870.119931,3401517
38870.151891,3403612
38870.183950,3405713
38870.219799,3408062
38870.251792,3410159
38870.283852,3412260
38870.319988,3414628
38870.351984,3416725
38870.387990,3419084
38870.419984,3421181
38870.462604,3423974
38870.487842,3425628
38870.519934,3427731
38870.551931,3429828
38870.587935,3432188
38870.619859,3434280
38870.655995,3436648
38870.688101,3438752
38870.720397,3440869
38870.755892,3443195
38870.787930,3445294
38870.819790,3447382
38870.855972,3449754
38870.891601,3452089
38870.923775,3454197
38870.955897,3456302
38870.987940,3458402
38871.023984,3460764
38871.056076,3462867
38871.087879,3464952
38871.123844,3467309
38871.155855,3469406
38871.192001,3471775
38871.223974,3473871
38871.255994,3475969
38871.291892,3478322
38871.323949,3480422
38871.360003,3482785
38871.392045,3484885
38871.424043,3486982
38871.459795,3489325
38871.491845,3491426
38871.523785,3493519
38871.559952,3495889
38871.591895,3497982
38871.627764,3500333
38871.659886,3502438
38871.691884,3504535
38871.727925,3506897
38871.760082,3509004
38871.792091,3511102
38871.827790,3513442
38871.859862,3515544
38871.895923,3517907
38871.927912,3520003
38871.959874,3522098
38871.995905,3524459
38872.027833,3526551
38872.059806,3528647
38872.095848,3531009
38872.127984,3533115
38872.163813,3535463
38872.195881,3537565
38872.227754,3539653
38872.263954,3542026
38872.295924,3544121
38872.327881,3546215
38872.363878,3548574
38872.395703,3550660
38872.431874,3553030
38872.463892,3555129
38872.495828,3557222
38872.531784,3559578
38872.563742,3561672
38872.596040,3563789
38872.631889,3566138
38872.663844,3568232
38872.699772,3570587
38872.731877,3572691
38872.763833,3574785
38872.800158,3577166
38872.831985,3579252
38872.863880,3581342
38872.899997,3583709
38872.931972,3585804
38872.967988,3588165
38873.000107,3590269
38873.032115,3592367
38873.067970,3594717
38873.099895,3596809
38873.136087,3599181
38873.168008,3601273
38873.200224,3603384
38873.235816,3605717
38873.267960,3607823
38873.299875,3609915
38873.335893,3612275
38873.367990,3614379
38873.403881,3616731
38873.435867,3618827
38873.467991,3620932
38873.504013,3623293
38873.536235,3625405
38873.567887,3627479
38873.603827,3629834
38873.635932,3631938
38873.671771,3634287
38873.703983,3636398
38873.736036,3638499
38873.771867,3640847
38873.804153,3642963
38873.836520,3645084
38873.871986,3647408
38873.903934,3649502
38873.939867,3651857
38873.971885,3653955
38874.003818,3656048
38874.040042,3658422
38874.071900,3660509
38874.104018,3662614
38874.140147,3664982
38874.171797,3667056
38874.208361,3669452
38874.239843,3671516
38874.271973,3673621
38874.307980,3675981
38874.339928,3678075
38874.371995,3680176
38874.408001,3682536
38874.440233,3684648
38874.476014,3686993
38874.507885,3689082
38874.539902,3691180
38874.576028,3693547
38874.607977,3695641
38874.643822,3697990
38874.675732,3700082
38874.708148,3702206
38874.744094,3704562
38874.776023,3706654
38874.807993,3708749
38874.844188,3711121
38874.876546,3713242
38874.911933,3715561
38874.944029,3717664
38874.976081,3719765
38875.011844,3722109
38875.043920,3724211
38875.076111,3726320
38875.111873,3728664
38875.144232,3730785
38875.179883,3733121
38875.212133,3735235
38875.243852,3737313
38875.280301,3739702
38875.312017,3741780
38875.344077,3743882
38875.379867,3746227
38875.411837,3748322
38875.448244,3750708
38875.479903,3752783
38875.512034,3754889
38875.548089,3757251
38875.580144,3759352
38875.611873,3761432
38875.647987,3763798
38875.679995,3765896
38875.715905,3768249
38875.747798,3770339
38875.780333,3772472
38875.815964,3774807
38875.848332,3776928
38875.879842,3778993
38875.915862,3781353
38875.947855,3783450
38875.984010,3785820
38876.015993,3787916
38876.048010,3790014
38876.083878,3792364
38876.115929,3794465
38876.147841,3796556
38876.184240,3798942
38876.215900,3801016
38876.251947,3803379
38876.283807,3805467
38876.315861,3807567
38876.351970,3809934
38876.383949,3812030
38876.420062,3814396
38876.451888,3816482
38876.483880,3818579
38876.520378,3820970
38876.551952,3823040
38876.584017,3825141
38876.619857,3827490
38876.651814,3829584
38876.688100,3831962
38876.719961,3834050
38876.752081,3836155
38876.787804,3838496
38876.819759,3840590
38876.851868,3842695
38876.887847,3845053
38876.920229,3847175
38876.955846,3849509
38876.988006,3851616
38877.019867,3853704
38877.055949,3856069
38877.087999,3858169
38877.119876,3860259
38877.155810,3862613
38877.187791,3864709
38877.223865,3867073
38877.255984,3869178
38877.287885,3871269
38877.323788,3873622
38877.355853,3875723
38877.387817,3877818
38877.424287,3880208
38877.455907,3882280
38877.491795,3884632
38877.523831,3886732
38877.555853,3888830
38877.592152,3891209
38877.623974,3893295
38877.655991,3895393
38877.691859,3897743
38877.723869,3899841
38877.759995,3902209
38877.792731,3904354
38877.825278,3906487
38877.860721,3908810
38877.891950,3910856
38877.927883,3913211
38877.959848,3915306
38878.029144,3919847
38878.054047,3921479
38878.078603,3923089
38878.100007,3924491
38878.128072,3926331
38878.160008,3928424
38878.195891,3930775
38878.227920,3932874
38878.259880,3934969
38878.296147,3937345
38878.328019,3939434
38878.359970,3941528
38878.396113,3943897
38878.427892,3945979
38878.463905,3948339
38878.495916,3950437
38878.527939,3952536
38878.564124,3954907
38878.595909,3956990
38878.627898,3959087
38878.666552,3961620
38878.695902,3963543
38878.731947,3965906
38878.763881,3967998
38878.795942,3970100
38878.832205,3972476
38878.863986,3974559
38878.895924,3976652
38878.932549,3979052
38878.963844,3981103
38879.000019,3983474
38879.031992,3985569
38879.064405,3987693
38879.099928,3990021
38879.132004,3992123
38879.163958,3994217
38879.200359,3996603
38879.232039,3998679
38879.267834,4001025
38879.300130,4003141
38879.331859,4005221
38879.368216,4007603
38879.400002,4009687
38879.431975,4011782
38879.467939,4014139
38879.499762,4016224
38879.535973,4018597
38879.568180,4020708
38879.600012,4022794
38879.635844,4025142
38879.668106,4027257
38879.703983,4029608
38879.736202,4031719
38879.768296,4033823
38879.804209,4036176
38879.835962,4038257
38879.868236,4040372
38879.904051,4042719
38879.935945,4044810
38879.971891,4047165
38880.003898,4049263
38880.036045,4051370
38880.071960,4053723
38880.104245,4055839
38880.136005,4057921
38880.171833,4060269
38880.203988,4062376
38880.240237,4064751
38880.272162,4066844
38880.304025,4068932
38880.340140,4071299
38880.371857,4073377
38880.404120,4075491
38880.440011,4077844
38880.471880,4079932
38880.507861,4082290
38880.539901,4084390
38880.572234,4086509
38880.607993,4088852
38880.639967,4090948
38880.671880,4093039
38880.707952,4095403
38880.739788,4097489
38880.775988,4099862
38880.808134,4101969
38880.839888,4104050
38880.876093,4106422
38880.908040,4108516
38880.940020,4110612
38880.976291,4112989
38881.008256,4115084
38881.043880,4117418
38881.076193,4119536
38881.107927,4121615
38881.144056,4123983
38881.176199,4126090
38881.211993,4128435
38881.243979,4130532
38881.275847,4132620
38881.312100,4134996
38881.344023,4137088
38881.376041,4139186
38881.411988,4141542
38881.443899,4143633
38881.479983,4145998
38881.511928,4148092
38881.544083,4150199
38881.580126,4152561
38881.611864,4154641
38881.643838,4156736
38881.679901,4159100
38881.711979,4161202
38881.747907,4163557
38881.780354,4165683
38881.811824,4167745
38881.847941,4170112
38881.879890,4172206
38881.912344,4174333
38881.947899,4176663
38881.980116,4178774
38882.016399,4181152
38882.048243,4183239
38882.079887,4185313
38882.116131,4187688
38882.148132,4189785
38882.179843,4191863
38882.216090,4194239
38882.247954,4196327
38882.283893,4198682
38882.315844,4200776
38882.347839,4202873
38882.383956,4205240
38882.415915,4207334
38882.447948,4209434
38882.483844,4211786
38882.515841,4213883
38882.551812,4216240
38882.583997,4218350
38882.616305,4220467
38882.652156,4222816
38882.683861,4224894
38882.719885,4227255
38882.752233,4229375
38882.784227,4231472
38882.819866,4233807
38882.851892,4235906
38882.883836,4238000
38882.919974,4240368
38882.952004,4242467
38882.987855,4244817
38883.019843,4246913
38883.051889,4249013
38883.087936,4251375
38883.119962,4253474
38883.151985,4255573
38883.187980,4257932
38883.219980,4260029
38883.256170,4262401
38883.287993,4264486
38883.320116,4266591
38883.355902,4268936
38883.388136,4271049
38883.419934,4273133
38883.456027,4275498
38883.488178,4277605
38883.523955,4279950
38883.555817,4282038
38883.587922,4284142
38883.624262,4286523
38883.656025,4288605
38883.687893,4290694
38883.723865,4293051
38883.755947,4295153
38883.792231,4297531
38883.824217,4299628
38883.856260,4301727
38883.891909,4304064
38883.924150,4306177
38883.956117,4308272
38883.992014,4310624
38884.024001,4312720
38884.059933,4315075
38884.092015,4317178
38884.123903,4319267
38884.159994,4321633
38884.192091,4323736
38884.224112,4325835
38884.259890,4328179
38884.291808,4330271
38884.328037,4332645
38884.360154,4334750
38884.392089,4336843
38884.427899,4339190
38884.459800,4341280
38884.495922,4343648
38884.528088,4345756
38884.560011,4347848
38884.595996,4350206
38884.627952,4352300
38884.659912,4354395
38884.696158,4356770
38884.728048,4358860
38884.764074,4361221
38884.796134,4363322
38884.828056,4365414
38884.864098,4367776
38884.895954,4369864
38884.928026,4371966
38884.963910,4374317
38884.995835,4376409
38885.031987,4378779
38885.064176,4380888
38885.096046,4382977
38885.132179,4385345
38885.164138,4387439
38885.195846,4389517
38885.232163,4391897
38885.263985,4393983
38885.300146,4396353
38885.332440,4398469
38885.363816,4400525
38885.400073,4402901
38885.431999,4404994
38885.463916,4407085
38885.500147,4409460
38885.532132,4411556
38885.568198,4413919
38885.600058,4416007
38885.632007,4418101
38885.668155,4420470
38885.700135,4422566
38885.732209,4424668
38885.768241,4427029
38885.799941,4429107
38885.836253,4431486
38885.867920,4433562
38885.900101,4435671
38885.935894,4438016
38885.968019,4440122
38886.003964,4442477
38886.036072,4444581
38886.067780,4446659
38886.104279,4449051
38886.136046,4451133
38886.168231,4453242
38886.204200,4455600
38886.235918,4457678
38886.271932,4460039
38886.303944,4462136
38886.336182,4464249
38886.372126,4466605
38886.404021,4468695
38886.435881,4470783
38886.471993,4473150
38886.503983,4475246
38886.539868,4477598
38886.571866,4479695
38886.603998,4481800
38886.640064,4484164
38886.671992,4486256
38886.703979,4488353
38886.740015,4490714
38886.771939,4492806
38886.808048,4495173
38886.839970,4497265
38886.872130,4499372
38886.907891,4501716
38886.940214,4503834
38886.971954,4505914
38887.008682,4508321
38887.040238,4510389
38887.075893,4512726
38887.107861,4514821
38887.139928,4516923
38887.175960,4519284
38887.207930,4521379
38887.240125,4523489
38887.275935,4525836
38887.307869,4527929
38887.344354,4530320
38887.375979,4532392
38887.407951,4534488
38887.444004,4536850
38887.476053,4538951
38887.507913,4541039
38887.544105,4543410
38887.575961,4545498
38887.611892,4547853
38887.643856,4549948
38887.675755,4552038
38887.711891,4554406
38887.743935,4556506
38887.779845,4558860
38887.811956,4560964
38887.843924,4563059
38887.880023,4565425
38887.911977,4567519
38887.944099,4569624
38887.979912,4571971
38888.011893,4574067
38888.048124,4576441
38888.079925,4578525
38888.112083,4580633
38888.147994,4582986
38888.179821,4585072
38888.211894,4587174
38888.248061,4589544
38888.279921,4591632
38888.315945,4593993
38888.347758,4596078
38888.379822,4598179
38888.415992,4600549
38888.447988,4602646
38888.480387,4604770
38888.515867,4607095
38888.548144,4609210
38888.584003,4611560
38888.615996,4613657
38888.648019,4615755
38888.684152,4618123
38888.715887,4620203
38888.748107,4622315
38888.784030,4624669
38888.816237,4626780
38888.851863,4629114
38888.884143,4631230
38888.915928,4633313
38888.952294,4635696
38888.984257,4637791
38889.016238,4639887
38889.051861,4642221
38889.084112,4644335
38889.120241,4646702
38889.152017,4648785
38889.183999,4650881
38889.219871,4653232
38889.251928,4655333
38889.288234,4657712
38889.320028,4659795
38889.352247,4661907
38889.387863,4664241
38889.419968,4666345
38889.451895,4668437
38889.487798,4670790
38889.520875,4672958
38889.555950,4675257
38889.587858,4677348
38889.619854,4679445
38889.655907,4681807
38889.687993,4683910
38889.719947,4686004
38889.755916,4688361
38889.787887,4690457
38889.824257,4692840
38889.856044,4694923
38889.888154,4697028
38889.924101,4699383
38889.956147,4701484
38889.987874,4703563
38890.024038,4705933
38890.055946,4708024
38890.092162,4710397
38890.123917,4712478
38890.155897,4714574
38890.192288,4716959
38890.224061,4719041
38890.256241,4721150
38890.292143,4723503
38890.323888,4725583
38890.360257,4727967
38890.392047,4730050
38890.424021,4732146
38890.460141,4734513
38890.491933,4736596
38890.523813,4738686
38890.560265,4741074
38890.591968,4743152
38890.627910,4745508
38890.659881,4747603
38890.691984,4749707
38890.728078,4752072
38890.760065,4754168
38890.795918,4756518
38890.827886,4758613
38890.859940,4760714
38890.896198,4763090
38890.928028,4765176
38890.959937,4767267
38890.996095,4769637
38891.027854,4771718
38891.063914,4774081
38891.096153,4776194
38891.128098,4778287
38891.164289,4780659
38891.195885,4782730
38891.227877,4784826
38891.264127,4787202
38891.295901,4789284
38891.332145,4791660
38891.363914,4793742
38891.395820,4795833
38891.432095,4798210
38891.464010,4800301
38891.495901,4802391
38891.531927,4804752
38891.564096,4806860
38891.601405,4809306
38891.632052,4811314
38891.663940,4813404
38891.699943,4815763
38891.731851,4817854
38891.763987,4819960
38891.800078,4822326
38891.832070,4824422
38891.867779,4826762
38891.899993,4828873
38891.931928,4830966
38891.968077,4833335
38892.000003,4835428
38892.032234,4837540
38892.067907,4839878
38892.100075,4841986
38892.136262,4844357
38892.168275,4846455
38892.200323,4848556
38892.236135,4850903
38892.267901,4852984
38892.300215,4855102
38892.336321,4857468
38892.367968,4859542
38892.404084,4861909
38892.436151,4864011
38892.468335,4866120
38892.504265,4868474
38892.536243,4870570
38892.572264,4872931
38892.604096,4875017
38892.636978,4877172
38892.671942,4879463
38892.703987,4881563
38892.735998,4883661
38892.771899,4886014
38892.803953,4888115
38892.840027,4890479
38892.871862,4892565
38892.903940,4894667
38892.939896,4897024
38892.971830,4899116
38893.003824,4901213
38893.039925,4903579
38893.071841,4905671
38893.107854,4908031
38893.139938,4910133
38893.171952,4912231
38893.208108,4914601
38893.240010,4916692
38893.271877,4918780
38893.307999,4921147
38893.339852,4923235
38893.375961,4925601
38893.407870,4927692
38893.439968,4929796
38893.475850,4932147
38893.507877,4934246
38893.539843,4936341
38893.575955,4938708
38893.607926,4940803
38893.643847,4943157
38893.675829,4945253
38893.707950,4947358
38893.743993,4949720
38893.775990,4951817
38893.808114,4953922
38893.843916,4956268
38893.875913,4958365
38893.911980,4960729
38893.944010,4962828
38893.976013,4964925
38894.011999,4967284
38894.044024,4969383
38894.079951,4971737
38894.112018,4973839
38894.143975,4975933
38894.180152,4978304
38894.211933,4980386
38894.243888,4982481
38894.279902,4984841
38894.312210,4986958
38894.348190,4989316
38894.379912,4991395
38894.412136,4993507
38894.448052,4995861
38894.480159,4997965
38894.511995,5000051
38894.548145,5002420
38894.579969,5004506
38894.616117,5006875
38894.648221,5008979
38894.679924,5011056
38894.715918,5013415
38894.748769,5015568
38894.779813,5017602
38894.816134,5019983
38894.848021,5022073
38894.884117,5024438
38894.916184,5026540
38894.947890,5028617
38894.984239,5031000
38895.016033,5033083
38895.048188,5035190
38895.083937,5037533
38895.115886,5039627
38895.151951,5041991
38895.184031,5044093
38895.216015,5046189
38895.252159,5048558
38895.284042,5050647
38895.315855,5052732
38895.352255,5055117
38895.384251,5057214
38895.420240,5059573
38895.451873,5061646
38895.483946,5063748
38895.519989,5066110
38895.552056,5068211
38895.584247,5070321
38895.620171,5072675
38895.651950,5074758
38895.687863,5077112
38895.720003,5079218
38895.751977,5081313
38895.787825,5083663
38895.819871,5085763
38895.855900,5088124
38895.887955,5090225
38895.919978,5092323
38895.955961,5094681
38895.988047,5096784
38896.019806,5098865
38896.056060,5101241
38896.088002,5103335
38896.123886,5105686
38896.155966,5107789
38896.187899,5109881
38896.223960,5112245
38896.255996,5114344
38896.289295,5116526
38896.324132,5118809
38896.355855,5120888
38896.392047,5123260
38896.424019,5125356
38896.456236,5127467
38896.492055,5129814
38896.523937,5131904
38896.555895,5133998
38896.592254,5136381
38896.623899,5138455
38896.659910,5140815
38896.692071,5142922
38896.723869,5145006
38896.760168,5147385
38896.792039,5149474
38896.824251,5151585
38896.859910,5153922
38896.892012,5156025
38896.928099,5158390
38896.959986,5160480
38896.992009,5162579
38897.028145,5164947
38897.059886,5167027
38897.091939,5169128
38897.128219,5171505
38897.160198,5173601
38897.195955,5175944
38897.227939,5178040
38897.259851,5180132
38897.296035,5182503
38897.328092,5184604
38897.364004,5186957
38897.396001,5189054
38897.427909,5191145
38897.464097,5193517
38897.496287,5195627
38897.527910,5197699
38897.564082,5200070
38897.596141,5202171
38897.632269,5204538
38897.663901,5206611
38897.695878,5208707
38897.731932,5211070
38897.763892,5213164
38897.796135,5215277
38897.832068,5217632
38897.864029,5219727
38897.899997,5222084
38897.931986,5224180
38897.963915,5226273
38898.000056,5228641
38898.032220,5230749
38898.064061,5232836
38898.099871,5235182
38898.131880,5237280
38898.167967,5239645
38898.199962,5241742
38898.232034,5243844
38898.267836,5246190
38898.299852,5248288
38898.331793,5250382
38898.367979,5252753
38898.399960,5254849
38898.435999,5257211
38898.467942,5259304
38898.500128,5261413
38898.536244,5263780
38898.568003,5265862
38898.600285,5267977
38898.636168,5270329
38898.668159,5272425
38898.704025,5274776
38898.736072,5276876
38898.768432,5278997
38898.803842,5281317
38898.835841,5283414
38898.871948,5285781
38898.903960,5287878
38898.936035,5289981
38898.971812,5292325
38899.003809,5294422
38899.035835,5296521
38899.071807,5298878
38899.104128,5300996
38899.139963,5303345
38899.171900,5305438
38899.204005,5307542
38899.240026,5309903
38899.271930,5311993
38899.304112,5314102
38899.339833,5316443
38899.371920,5318546
38899.407982,5320910
38899.440031,5323010
38899.471981,5325104
38899.507864,5327455
38899.539979,5329560
38899.571959,5331656
38899.607972,5334016
38899.640047,5336118
38899.675940,5338470
38899.707931,5340567
38899.739902,5342662
38899.775996,5345027
38899.808136,5347134
38899.840112,5349229
38899.875925,5351576
38899.908004,5353678
38899.944043,5356040
38899.978070,5358270
38900.007977,5360230
38900.043902,5362585
38900.075833,5364677
38900.107930,5366781
38900.144263,5369162
38900.176092,5371248
38900.212197,5373614
38900.243943,5375694
38900.275927,5377790
38900.312293,5380174
38900.344005,5382252
38900.376236,5384364
38900.411928,5386703
38900.443923,5388800
38900.479980,5391163
38900.511941,5393258
38900.544259,5395375
38900.579915,5397712
38900.611922,5399810
38900.648271,5402192
38900.679980,5404270
38900.712049,5406372
38900.747927,5408723
38900.779926,5410820
38900.811927,5412917
38900.847985,5415280
38900.880105,5417385
38900.915950,5419734
38900.947923,5421830
38900.979918,5423926
38901.016013,5426292
38901.048121,5428396
38901.079956,5430482
38901.115930,5432840
38901.147978,5434940
38901.184242,5437317
38901.216313,5439419
38901.248059,5441499
38901.284129,5443863
38901.315989,5445951
38901.348165,5448059
38901.384257,5450425
38901.416009,5452506
38901.452162,5454875
38901.484122,5456969
38901.515883,5459051
38901.552062,5461422
38901.584016,5463516
38901.616282,5465630
38901.651914,5467966
38901.683868,5470060
38901.720289,5472447
38901.752298,5474544
38901.784269,5476640
38901.819997,5478981
38901.851889,5481071
38901.883963,5483173
38901.920075,5485540
38901.951959,5487629
38901.987914,5489985
38902.020172,5492099
38902.051938,5494181
38902.088003,5496545
38902.119941,5498638
38902.155777,5500986
38902.187730,5503080
38902.219814,5505183
38902.255875,5507546
38902.287971,5509650
38902.319982,5511747
38902.355788,5514094
38902.387818,5516193
38902.423918,5518559
38902.455921,5520656
38902.487901,5522752
38902.523995,5525117
38902.555838,5527204
38902.587927,5529307
38902.624194,5531684
38902.656054,5533772
38902.691831,5536117
38902.723866,5538216
38902.755811,5540310
38902.791976,5542680
38902.823984,5544777
38902.855967,5546873
38902.891971,5549233
38902.923863,5551323
38902.960019,5553692
38902.992009,5555789
38903.024003,5557885
38903.059886,5560237
38903.091783,5562327
38903.125319,5564525
38903.160086,5566804
38903.192064,5568899
38903.227898,5571248
38903.260004,5573352
38903.291944,5575445
38903.327915,5577802
38903.359923,5579900
38903.391958,5581999
38903.427902,5584355
38903.459858,5586449
38903.496159,5588828
38903.527986,5590914
38903.559970,5593010
38903.595919,5595366
38903.627859,5597459
38903.663936,5599823
38903.695962,5601922
38903.728020,5604023
38903.763968,5606379
38903.796020,5608480
38903.827914,5610570
38903.863920,5612929
38903.895957,5615029
38903.931879,5617383
38903.963866,5619479
38903.995828,5621574
38904.031907,5623938
38904.064005,5626042
38904.095968,5628137
38904.131870,5630490
38904.164863,5632652
38904.200024,5634956
38904.232024,5637053
38904.263973,5639147
38904.299881,5641500
