gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
24119.047424,1,0.0,0.7468937199893375,-0.05387692878114292,24119.047424-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.079457,2,0.0,0.7615501273314149,-0.11749367681735445,24119.079457-0,240.50292541041006,346.74503869741727,115.87027671123943,240.50292541041006,346.74503869741727,115.87027671123943,0.0,0.0,0.0,,,,,,
24119.111662,2,0.9805668716486937,0.38715706858176946,0.3885557461174871,24119.111662-0,-100.63311556208609,53.06510444043573,333.5358407410752,240.50292541041006,346.74503869741727,115.87027671123943,-0.6822720819449922,-0.5873598685139629,0.43533112805967167,,,,,,
24119.143446000002,3,0.9638903502448166,0.38648268992520196,0.3875354887215443,24119.143446000002-0,-101.1830401507948,53.54408756317355,333.318898671651,240.50292541041006,346.74503869741727,115.87027671123943,-0.6833719311224098,-0.5864019022684875,0.4348972439208231,,,,,,
24119.176705,4,0.0,0.7468937199893375,-0.05387692878114292,24119.176705-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.211416000002,5,0.0,0.7468937199893375,-0.05387692878114292,24119.211416000002-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.243443,5,0.0,0.7468937199893375,-0.05387692878114292,24119.243443-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.275479,6,0.0,0.7468937199893375,-0.05387692878114292,24119.275479-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.307437,7,0.0,0.7468937199893375,-0.05387692878114292,24119.307437-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.339309,8,0.0,0.7468937199893375,-0.05387692878114292,24119.339309-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.371373,8,0.0,0.7468937199893375,-0.05387692878114292,24119.371373-0,225.45464133312782,309.9386429203653,174.3646505318523,225.45464133312782,309.9386429203653,174.3646505318523,0.0,0.0,0.0,,,,,,
24119.40749,9,0.0,0.4805464718859973,0.8871067578445139,24119.40749-0,648346.4457276259,4526115.344293418,-7645106.848451875,647980.0317273844,4526202.820528333,-7645435.616894327,0.7328280004827533,-0.17495246982921858,0.6575368849038863,,,,,,
24119.439354000002,10,0.0,0.48054656664505735,0.8871071322841706,24119.439354000002-0,648344.4558540793,4526119.306842281,-7645103.622135145,647980.0317273844,4526202.820528333,-7645435.616894327,0.7288482533898186,-0.1670273721045647,0.6639895183649018,,,,,,
24119.471467,11,0.0,0.4805466643600394,0.887106459712608,24119.471467-0,648342.0745862758,4526108.631029459,-7645103.874062261,647980.0317273844,4526202.820528333,-7645435.616894327,0.7240857177825105,-0.1883789977489454,0.6634856641333631,,,,,,
24119.503491,12,0.0,0.48054659070574995,0.8871065240162654,24119.503491-0,648343.7303638693,4526110.495753642,-7645105.163512142,647980.0317273844,4526202.820528333,-7645435.616894327,0.7273972729697856,-0.18464954938259923,0.6609067643691676,,,,,,
24119.53554,12,0.0,0.4805468038803276,0.8871065792307926,24119.53554-0,648339.0127949478,4526108.460988115,-7645100.611117807,647980.0317273844,4526202.820528333,-7645435.616894327,0.7179621351270313,-0.18871908043478247,0.6700115530374717,,,,,,
24119.56735,13,0.0,0.4805467685290788,0.8871067402499668,24119.56735-0,648339.8452065035,4526111.151384543,-7645100.757179938,647980.0317273844,4526202.820528333,-7645435.616894327,0.7196269582381427,-0.18333828758004847,0.669719428779048,,,,,,
24119.599482,14,0.0,0.48054697418064657,0.8871069046542684,24119.599482-0,648335.3358871477,4526110.788286751,-7645096.074525006,647980.0317273844,4526202.820528333,-7645435.616894327,0.7106083195265209,-0.18406448316514157,0.6790847386422724,,,,,,
24119.635446,15,0.0,0.48054676424385623,0.8871070938754843,24119.635446-0,648340.0505357544,4526116.1396309445,-7645099.651301374,647980.0317273844,4526202.820528333,-7645435.616894327,0.7200376167399536,-0.17336179477720218,0.6719311859045356,,,,,,
24119.667437,15,0.0,0.4805468996420268,0.8871068066901145,24119.667437-0,648336.9574997955,4526110.378815141,-7645097.891380557,647980.0317273844,4526202.820528333,-7645435.616894327,0.7138515448221717,-0.1848834263840105,0.6754510275390121,,,,,,
24119.69948,16,0.0,0.4805469309725705,0.8871069580222175,24119.69948-0,648336.3094649247,4526112.082043892,-7645096.747153607,647980.0317273844,4526202.820528333,-7645435.616894327,0.712555475080989,-0.1814769688804432,0.6777394814366896,,,,,,
24119.731356,17,0.0,0.48054681536156896,0.8871068984719594,24119.731356-0,648338.8544395849,4526112.742772594,-7645099.265501984,647980.0317273844,4526202.820528333,-7645435.616894327,0.7176454244010845,-0.18015551147787948,0.6727027846830511,,,,,,
24119.763478,17,0.0,0.48054689108641846,0.8871065306198981,24119.763478-0,648337.0653525316,4526106.667817709,-7645099.043504478,647980.0317273844,4526202.820528333,-7645435.616894327,0.7140672502946069,-0.1923054212469634,0.6731467796964697,,,,,,
24119.795433,18,0.0,0.48054683831036216,0.8871069223722825,24119.795433-0,648338.3527525165,4526112.778188241,-7645098.721628793,647980.0317273844,4526202.820528333,-7645435.616894327,0.7166420502642598,-0.18008468018294058,0.6737905310676655,,,,,,
24119.831369,19,0.0,0.48054684923106195,0.8871071393818097,24119.831369-0,648338.1788517458,4526115.6684366735,-7645097.777953068,647980.0317273844,4526202.820528333,-7645435.616894327,0.7162942487225643,-0.17430418331943565,0.6756778825182324,,,,,,
24119.863414,20,0.0,0.4805466161471434,0.8871067304591168,24119.863414-0,648343.2270864745,4526113.02265936,-7645103.916014221,647980.0317273844,4526202.820528333,-7645435.616894327,0.7263907181802909,-0.17959573794529907,0.6634017602127724,,,,,,
24119.895401,20,0.0,0.48054694351688193,0.887106969995317,24119.895401-0,648336.0352138444,4526112.088429068,-7645096.457339262,647980.0317273844,4526202.820528333,-7645435.616894327,0.7120069729202518,-0.18146419852855222,0.6783191101283602,,,,,,
24119.927443,21,0.0,0.48054694134661674,0.88710743834508,24119.927443-0,648336.2334629411,4526118.677897589,-7645094.969949122,647980.0317273844,4526202.820528333,-7645435.616894327,0.7124034711134328,-0.16828526148879414,0.6812938904108717,,,,,,
24119.959288000002,22,0.0,0.4805469222258068,0.8871070796621618,24119.959288000002-0,648336.541265771,4526113.891069915,-7645096.511452812,647980.0317273844,4526202.820528333,-7645435.616894327,0.7130190767732923,-0.1778589168360678,0.6782108830292115,,,,,,
24119.991296,23,0.0,0.4805469863243924,0.8871070895758506,24119.991296-0,648335.1241644803,4526113.210303882,-7645095.206305784,647980.0317273844,4526202.820528333,-7645435.616894327,0.7101848741917276,-0.17922044890136665,0.6808211770831407,,,,,,
24120.023391,23,0.0,0.4805470075710563,0.8871068978693588,24120.023391-0,648334.5944612636,4526110.270474651,-7645095.440829165,647980.0317273844,4526202.820528333,-7645435.616894327,0.7091254677582676,-0.18510010736266524,0.6803521303199899,,,,,,
24120.05929,24,0.0,0.48054692793286985,0.8871070234900443,24120.05929-0,648336.3971604874,4526113.0336172255,-7645096.58593898,647980.0317273844,4526202.820528333,-7645435.616894327,0.7127308662059297,-0.1795738222142587,0.678061910693048,,,,,,
24120.091462,25,0.0,0.48054687145938074,0.8871067276968501,24120.091462-0,648337.5583865261,4526109.644695011,-7645098.729743951,647980.0317273844,4526202.820528333,-7645435.616894327,0.7150533182835257,-0.18635166664318384,0.6737743007499075,,,,,,
24120.123468,26,0.0,0.48054684203184167,0.8871070662357371,24120.123468-0,648338.3152706772,4526114.738158424,-7645098.164084713,647980.0317273844,4526202.820528333,-7645435.616894327,0.7165670865855128,-0.17616473981846512,0.674905619229121,,,,,,
24120.15529,26,0.0,0.4805467764678504,0.887106701445208,24120.15529-0,648339.657313708,4526110.509371959,-7645100.731707926,647980.0317273844,4526202.820528333,-7645435.616894327,0.7192511726472979,-0.18462231274660632,0.6697703728006945,,,,,,
24120.187331,27,0.0,0.48054687422314846,0.8871066715974317,24120.187331-0,648337.4803974964,4526108.832015189,-7645098.872766491,647980.0317273844,4526202.820528333,-7645435.616894327,0.7148973402238729,-0.18797702628744736,0.6734882556726294,,,,,,
24120.219432,28,0.0,0.48054686709886396,0.8871066391187116,24120.219432-0,648337.6286952818,4526108.47403517,-7645099.130419445,647980.0317273844,4526202.820528333,-7645435.616894327,0.7151939357947186,-0.18869298632543685,0.6729729497639924,,,,,,
24120.255427,29,0.0,0.4805468124117311,0.8871066776639132,24120.255427-0,648338.8527470637,4526109.7130237045,-7645100.089744281,647980.0317273844,4526202.820528333,-7645435.616894327,0.7176420393581833,-0.18621500925832785,0.6710543000925852,,,,,,
24120.287467000002,30,0.0,0.48054689342203477,0.8871069528131289,24120.287467000002-0,648337.1401064444,4526112.491170117,-7645097.5130454125,647980.0317273844,4526202.820528333,-7645435.616894327,0.7142167581198756,-0.18065871642988537,0.6762076978256324,,,,,,
24120.319375,30,0.0,0.48054679318614074,0.8871072467793707,24120.319375-0,648339.4574141359,4526117.905831886,-7645098.566942493,647980.0317273844,4526202.820528333,-7645435.616894327,0.718851373502731,-0.1698293928930993,0.674099903666214,,,,,,
