id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,38818.782833,216.00500000204192,18,24,0.5781635377819787,0.0868409745549213,1.4787793334710982e-06,0.8966148028550326,3d gaze,59.60386155401475,220.2340942272327,579.244930359491,38818.782833 38818.790789 38818.798791 38818.806774 38818.814848 38818.822886 38818.830852 38818.842874 38818.850858 38818.858718 38818.866675 38818.874816 38818.882834000004 38818.890708 38818.898787 38818.906857 38818.918721 38818.926662 38818.93477 38818.942723 38818.950763 38818.958845 38818.966868 38818.974832 38818.982840000004 38818.99083 38818.998838
1,38819.010829,216.07700000458863,24,31,0.5781635378669585,0.08684097458614674,1.4787793334710982e-06,0.8889909408710621,3d gaze,59.60386163598943,220.2340942128589,579.2449303662435,38819.010829 38819.018808 38819.026767 38819.034847 38819.042885 38819.050793 38819.058876 38819.066779 38819.074742 38819.082813 38819.094766 38819.102804 38819.110754 38819.118715000004 38819.126743 38819.134671 38819.142769 38819.150795 38819.158862000004 38819.166818 38819.178952 38819.186943 38819.194898 38819.202917 38819.211013 38819.218921 38819.226906
2,38819.270945000004,218.8869999954477,32,37,0.5781635378843769,0.08684097460346,1.4787793334710982e-06,0.9542527794837952,3d gaze,59.60386165313588,220.2340942050554,579.2449303730423,38819.270945000004 38819.278922 38819.286893000004 38819.295231000004 38819.30281 38819.310745 38819.318703 38819.326822 38819.334691000004 38819.346755 38819.3548 38819.363068 38819.370774 38819.378777 38819.386789000004 38819.394717 38819.402928 38819.411075 38819.419018 38819.431372 38819.439421 38819.446857 38819.455177 38819.46337 38819.470818 38819.479004 38819.489832
3,38819.495327000004,219.36799999821233,37,43,0.5781635373537017,0.08684097502349036,1.4787793334710982e-06,0.8162275891304016,3d gaze,59.60386116060306,220.23409402107612,579.244930636043,38819.495327000004 38819.503053 38819.53076 38819.5387 38819.554904000004 38819.586854 38819.598793 38819.614866 38819.622807 38819.630989 38819.638828 38819.690766 38819.698705 38819.706699 38819.714695
4,38819.72264,212.14499999769032,44,50,0.5781635372988427,0.086840975097177,8.537736462515939e-07,0.766866001215848,3d gaze,59.603861110640565,220.23409398858624,579.2449306782485,38819.72264 38819.754668 38819.806896 38819.850825 38819.858781 38819.8667 38819.874757 38819.882928 38819.898796 38819.922787 38819.934785
5,38819.958899,215.9590000010212,51,57,0.5781635373407029,0.08684097503958726,1.4787793334710982e-06,0.7648802134725783,3d gaze,59.60386114872156,220.23409401398436,579.2449306453673,38819.958899 38819.982878 38819.990819 38820.026767 38820.034896 38820.042865 38820.05101 38820.090812 38820.102928 38820.110876 38820.11875 38820.127138 38820.134738 38820.143032 38820.150713 38820.158841000004 38820.166877 38820.174858
6,38820.258888000004,119.89699999685399,60,63,0.6629861315381069,0.10797953322049325,0.5890141646789631,0.8322958203636328,3d gaze,116.1646496248998,172.28029994359957,471.47132360007504,38820.258888000004 38820.278923 38820.342776 38820.378785
7,38820.394822,219.94699999777367,64,70,0.6828089035334487,0.10934806011980913,0.8650021738818799,0.8196143675056978,3d gaze,131.09712196303545,170.76257688381625,465.3997705368459,38820.394822 38820.403344 38820.418777 38820.426876 38820.446908 38820.470877 38820.478949000004 38820.502816 38820.511006 38820.522737 38820.530801 38820.538823 38820.554860000004 38820.562978 38820.578902 38820.586808 38820.606823 38820.614769
8,38820.622835,152.05799999966985,70,75,0.6881200147515519,0.11441949505424842,1.1796081622513228,0.7389383195303934,3d gaze,135.4013327498968,168.61694316738064,465.5673819335904,38820.622835 38820.630834 38820.654969 38820.670897 38820.75491 38820.774893
9,38820.866831,115.9719999996014,78,81,0.690656921591648,0.11631641016801626,1.2693256874229433,0.780580329695805,3d gaze,137.41779287513566,167.78431123196324,465.41674042439763,38820.866831 38820.882858 38820.982803
10,38821.161252,141.5899999992689,87,91,0.35301775133086,0.20983989040976186,0.751978745952839,0.8982444873499362,3d gaze,-140.5852630055074,137.2080460018408,526.8227033831158,38821.161252 38821.302842
11,38821.706815,84.07500000612345,103,105,0.4361054976773548,0.253651045949633,0.3983451041665341,0.9816738373254844,3d gaze,-70.26430846169067,117.65531486338615,557.0550971549285,38821.706815 38821.714788 38821.722724 38821.730763 38821.738752 38821.746757 38821.754828 38821.762852 38821.770819 38821.783154 38821.790890000004
12,38822.034879,199.971000001824,113,119,0.47533664305256496,0.26910998943204006,1.439632096777171,0.8562062358860261,3d gaze,-35.98798723720524,110.91716154835582,567.9843733752723,38822.034879 38822.042852 38822.051018 38822.066865 38822.07478 38822.083054 38822.090782 38822.098722 38822.107055 38822.118734 38822.126771 38822.134786 38822.142729 38822.151187 38822.158893 38822.166933 38822.174937 38822.182813 38822.19075 38822.202747 38822.210680000004 38822.219031 38822.226822000004 38822.23485
13,38822.242793,176.14400000456953,119,124,0.4683549279951438,0.2624270448525975,1.1769194846926074,0.9093723005168048,3d gaze,-42.120512019772704,114.10067815467677,565.4306544183493,38822.242793 38822.251189 38822.258811 38822.266823 38822.274939 38822.286918 38822.294843 38822.302840000004 38822.311152 38822.319041 38822.326924 38822.334766 38822.342784 38822.350888 38822.358891 38822.370772 38822.379319 38822.386824 38822.394774 38822.402796 38822.41083 38822.418937
