world_index,world_timestamp,surface_name,event_type
8907,4648.465963000001,Surface 1,enter
8912,4648.633504,Surface 1,exit
8916,4648.7678860000005,Surface 1,enter
8921,4648.934564,Surface 1,exit
8923,4649.002796000001,Surface 1,enter
8925,4649.0694,Surface 1,exit
8928,4649.1704500000005,Surface 1,enter
8929,4649.204275,Surface 1,exit
8931,4649.271211,Surface 1,enter
8942,4650.011068000001,Surface 1,exit
8944,4650.0778980000005,Surface 1,enter
8947,4650.17879,Surface 1,exit
8949,4650.24613,Surface 1,enter
8954,4650.414755000001,Surface 1,exit
8956,4650.478718,Surface 1,enter
8956,4650.478718,Surface 1,exit
8958,4650.546365,Surface 1,enter
8964,4651.132113000001,Surface 1,exit
