id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
1,203127.427668,0.4692710000090301,203127.896939,28,35,42,0.17742990150755786,0.5133094180959724 0.5698760987939379 0.32195971423332587 0.16807813575114633 0.03206514529684678 -0.013686582579591582 -2.0931679682105496e-05 -0.009325288468185547 0.03203215426828172 0.03162904709708557 0.020716639701558247 0.0367925514031198 -0.23106740989846508 -0.5034595038386112,203127.427668 203127.460462 203127.49412599998 203127.52745999998 203127.56094999998 203127.59503499998 203127.628366 203127.66152499997 203127.69524799997 203127.728569 203127.762245 203127.795589 203127.82915399998 203127.862864
2,203128.26576399998,0.13391299999784678,203128.39967699998,52,54,56,0.5393142443028889,0.7260892169081872 0.7273904321431415 0.08505321387356612 -0.6187241142866606,203128.26576399998 203128.29921499998 203128.332566 203128.366595
3,203128.668552,0.13403899999684654,203128.80259099999,64,66,68,0.5027673150942766,0.6717551173355941 0.7232651285877415 -0.011351655176247593 -0.6046973592775232,203128.668552 203128.70217499998 203128.735422 203128.769044
4,203129.137963,0.13397100000292994,203129.271934,78,80,82,0.4879180936956688,0.6064135136989378 0.8599237080636607 0.4155502527624438 -0.06978490025763286,203129.137963 203129.171317 203129.20486099998 203129.23860299998
5,203129.372274,0.2012140000006184,203129.573488,85,88,91,0.35362453559215123,0.6730830698146473 0.5365593999081574 0.14212406568369412 -0.07679629982553243 -0.28838908138046465 -0.4047952969404113,203129.372274 203129.40636899997 203129.439671 203129.47456099998 203129.506802 203129.53992799998
6,203129.674843,0.06601700000464916,203129.74086,94,95,96,0.3088972876999962,0.5422111349597131 -0.07558344044027933,203129.674843 203129.70733499998
7,203129.841376,0.16751999998814426,203130.00889599998,99,101,104,0.44180524664642595,0.6877927604585602 0.31866585556339777 0.36085447680597155 -0.27242964698165467 -0.5692834934225454,203129.841376 203129.87492799998 203129.90849799998 203129.941899 203129.97566199998
8,203133.94843999998,0.2692420000093989,203134.217682,221,225,229,0.5474441226383018,0.6508400100470032 0.9371308422948017 0.6384618415715682 0.26155947478597713 0.029086889474174503 -0.29055164131543315 -0.5916600560850692 -0.9802622255323872,203133.94843999998 203133.982077 203134.01675799998 203134.05054 203134.083559 203134.117206 203134.15078599998 203134.184316
9,203135.765608,0.16738199998508207,203135.93298999997,275,277,280,0.44472144772546784,0.655484499717907 0.4744836841869581 0.05768012133455169 -0.38778618911439483 -0.6481727442735277,203135.765608 203135.79856999998 203135.83189099998 203135.86557999998 203135.899533
10,203136.0674,0.13372999997227453,203136.20112999997,284,286,288,0.3671359733419871,0.6396169755911594 0.4127627652027049 0.05380407643660159 -0.3623600761374826,203136.0674 203136.100916 203136.135774 203136.16811199998
11,203137.98484699999,0.13545100000919774,203138.120298,341,343,345,0.4182932012706993,0.6620614760070285 0.5003315355110804 0.2039219593372077 -0.30685783422748064,203137.98484699999 203138.01858899998 203138.05219999998 203138.08557599998
12,203138.21993999998,0.6738560000085272,203138.893796,348,358,368,0.15478252869899295,0.676042449952812 0.47474319013421423 0.19975358585953262 -0.09150926354462643 -0.052744655477705016 -0.0942140367497378 -0.11048228020780344 -0.21473186328628424 -0.07988183155328253 -0.06951396465505232 0.006745712067894769 -0.05233072328258533 0.01644436242221581 0.10347755264423111 0.12959473053899073 0.09797140528003737 0.08661394086423277 0.049644261279924704 -0.09244693283695622 -0.3967638313417395,203138.21993999998 203138.25408699998 203138.287449 203138.321015 203138.35527 203138.38814099997 203138.42169599998 203138.45603099998 203138.489072 203138.523269 203138.55687399997 203138.591069 203138.623723 203138.65736399998 203138.691137 203138.72451799997 203138.75821 203138.792223 203138.82566499998 203138.862237
13,203142.318687,1.817150999995647,203144.135838,470,497,524,0.2011910547175546,0.5438478317713041 0.21566333604327761 -0.0024038265262813258 -0.3113197497175308 -0.31151344237082756 -0.4475724235299682 -0.2395022945746992 0.0273182539227342 0.23556236048634777 0.18153977246851338 -0.1867060096704151 -0.2778636662881623 -0.24551657837025717 -0.009464585503236042 0.037679761351983865 0.03879906504352635 -0.028811433455050318 -0.029617289574930195 -0.03520702525130717 0.00248392633753042 0.0012779630968934599 0.2241616777257832 0.3809784064730276 0.38422829597611136 -0.053384715465109374 -0.3728050970331103 -0.3771300187397162 -0.1594743629090424 -0.0005712291872587293 0.0020817707009942094 0.0030592450363749256 -0.016936328558587756 -0.01745419064036699 -0.01795629365778808 0.00011436346394390284 0.2338409407384489 0.5250702443033958 0.5786759730441436 0.16162180790930022 -0.37103563693854597 -0.4528352616392912 -0.31960577612407376 0.09579135036091464 0.2949912441071292 0.5929612409925896 0.46107261594720245 0.2931277962106486 0.07131790857146143 -0.0020588434377726925 0.0818227064796824 0.04566607060826916 0.07041993407840763 -0.3044816505060604 -0.487913361828622,203142.318687 203142.35458599997 203142.386499 203142.41994899997 203142.45480399998 203142.488682 203142.522336 203142.555566 203142.589201 203142.622615 203142.656196 203142.69009199998 203142.723783 203142.757245 203142.79085199998 203142.824435 203142.85781299998 203142.89212399998 203142.92519299997 203142.95948999998 203142.992779 203143.02698999998 203143.059926 203143.09374399998 203143.12726399998 203143.16175899998 203143.194241 203143.227547 203143.261052 203143.29502199998 203143.328865 203143.363433 203143.39864 203143.430393 203143.46374099999 203143.497343 203143.530944 203143.56451599998 203143.59813899998 203143.631845 203143.665446 203143.69926999998 203143.73281299998 203143.76679199998 203143.800447 203143.833862 203143.86727599998 203143.90084 203143.934782 203143.967992 203144.00165 203144.03512999997 203144.068466 203144.102426
