,x,y,labels
163,1556.064735531807,1041.2098351120947,1
164,1556.064735531807,1041.2098351120947,1
165,1556.064735531807,1041.2098351120947,1
166,1556.064735531807,1041.2098351120947,1
167,1543.7249912023544,1062.07164645195,1
168,1543.7249912023544,1062.07164645195,1
169,1543.7249912023544,1062.07164645195,1
170,1543.7249912023544,1062.07164645195,1
171,1543.7249912023544,1062.07164645195,1
172,1543.7249912023544,1062.07164645195,1
173,1543.7249912023544,1062.07164645195,1
174,1543.7249912023544,1062.07164645195,1
175,1543.7249912023544,1062.07164645195,1
176,1543.7249912023544,1062.07164645195,1
177,1543.7249912023544,1062.07164645195,1
178,1543.7249912023544,1062.07164645195,1
179,1543.7249912023544,1062.07164645195,1
180,1543.7249912023544,1062.07164645195,1
181,1543.7249912023544,1062.07164645195,1
182,1543.7249912023544,1062.07164645195,1
183,1543.7249912023544,1062.07164645195,1
184,1543.7249912023544,1062.07164645195,1
185,1543.7249912023544,1062.07164645195,1
186,1543.7249912023544,1062.07164645195,1
187,1550.074741244316,1050.7484275102618,1
188,1550.074741244316,1050.7484275102618,1
189,1550.074741244316,1050.7484275102618,1
190,1550.074741244316,1050.7484275102618,1
191,1550.074741244316,1050.7484275102618,1
192,1550.074741244316,1050.7484275102618,1
193,1550.074741244316,1050.7484275102618,1
194,1550.074741244316,1050.7484275102618,1
195,1480.4241979122162,1027.6926469802856,1
196,1480.4241979122162,1027.6926469802856,1
197,1480.4241979122162,1027.6926469802856,1
198,1480.4241979122162,1027.6926469802856,1
199,1480.4241979122162,1027.6926469802856,1
200,1480.4241979122162,1027.6926469802856,1
201,1480.4241979122162,1027.6926469802856,1
202,1480.4241979122162,1027.6926469802856,1
203,1480.4241979122162,1027.6926469802856,1
204,1480.4241979122162,1027.6926469802856,1
205,1480.4241979122162,1027.6926469802856,1
206,1448.5476429462433,1034.7432401776314,1
207,1448.5476429462433,1034.7432401776314,1
208,1448.5476429462433,1034.7432401776314,1
209,1448.5476429462433,1034.7432401776314,1
210,1448.5476429462433,1034.7432401776314,1
211,1448.5476429462433,1034.7432401776314,1
212,1448.5476429462433,1034.7432401776314,1
213,1448.5476429462433,1034.7432401776314,1
214,1448.5476429462433,1034.7432401776314,1
215,1448.5476429462433,1034.7432401776314,1
216,1448.5476429462433,1034.7432401776314,1
217,792.9525974392891,423.4880304336548,0
218,792.9525974392891,423.4880304336548,0
219,792.9525974392891,423.4880304336548,0
220,792.9525974392891,423.4880304336548,0
221,792.9525974392891,423.4880304336548,0
222,792.9525974392891,423.4880304336548,0
223,792.9525974392891,423.4880304336548,0
224,792.9525974392891,423.4880304336548,0
225,792.9525974392891,423.4880304336548,0
226,792.9525974392891,423.4880304336548,0
227,792.9525974392891,423.4880304336548,0
228,792.9525974392891,423.4880304336548,0
229,792.9525974392891,423.4880304336548,0
230,792.9525974392891,423.4880304336548,0
231,792.9525974392891,423.4880304336548,0
232,792.9525974392891,423.4880304336548,0
233,792.9525974392891,423.4880304336548,0
234,792.9525974392891,423.4880304336548,0
235,792.9525974392891,423.4880304336548,0
236,774.5520052313805,406.09182849526405,0
237,774.5520052313805,406.09182849526405,0
238,774.5520052313805,406.09182849526405,0
239,774.5520052313805,406.09182849526405,0
240,774.5520052313805,406.09182849526405,0
241,774.5520052313805,406.09182849526405,0
242,774.5520052313805,406.09182849526405,0
243,774.5520052313805,406.09182849526405,0
244,774.5520052313805,406.09182849526405,0
245,774.5520052313805,406.09182849526405,0
246,774.5520052313805,406.09182849526405,0
247,774.5520052313805,406.09182849526405,0
248,774.5520052313805,406.09182849526405,0
249,774.5520052313805,406.09182849526405,0
250,774.5520052313805,406.09182849526405,0
251,774.5520052313805,406.09182849526405,0
252,774.5520052313805,406.09182849526405,0
253,774.5520052313805,406.09182849526405,0
254,774.5520052313805,406.09182849526405,0
255,699.9259788393974,395.5710133910179,0
256,699.9259788393974,395.5710133910179,0
257,699.9259788393974,395.5710133910179,0
258,699.9259788393974,395.5710133910179,0
259,699.9259788393974,395.5710133910179,0
260,699.9259788393974,395.5710133910179,0
261,699.9259788393974,395.5710133910179,0
262,699.9259788393974,395.5710133910179,0
263,699.9259788393974,395.5710133910179,0
264,699.9259788393974,395.5710133910179,0
265,699.9259788393974,395.5710133910179,0
266,699.9259788393974,395.5710133910179,0
267,699.9259788393974,395.5710133910179,0
268,699.9259788393974,395.5710133910179,0
269,699.9259788393974,395.5710133910179,0
270,699.9259788393974,395.5710133910179,0
271,699.9259788393974,395.5710133910179,0
272,699.9259788393974,395.5710133910179,0
273,699.9259788393974,395.5710133910179,0
274,699.9259788393974,395.5710133910179,0
275,699.9259788393974,395.5710133910179,0
276,677.1173420548439,406.4005909860134,0
277,677.1173420548439,406.4005909860134,0
278,677.1173420548439,406.4005909860134,0
279,677.1173420548439,406.4005909860134,0
280,677.1173420548439,406.4005909860134,0
281,677.1173420548439,406.4005909860134,0
282,677.1173420548439,406.4005909860134,0
283,677.1173420548439,406.4005909860134,0
284,677.1173420548439,406.4005909860134,0
285,677.1173420548439,406.4005909860134,0
286,677.1173420548439,406.4005909860134,0
287,677.1173420548439,406.4005909860134,0
288,677.1173420548439,406.4005909860134,0
289,677.1173420548439,406.4005909860134,0
290,677.1173420548439,406.4005909860134,0
291,677.1173420548439,406.4005909860134,0
292,677.1173420548439,406.4005909860134,0
293,677.1173420548439,406.4005909860134,0
294,677.1173420548439,406.4005909860134,0
295,677.1173420548439,406.4005909860134,0
296,677.1173420548439,406.4005909860134,0
297,701.9342086315154,402.2420386970043,0
298,701.9342086315154,402.2420386970043,0
299,701.9342086315154,402.2420386970043,0
300,701.9342086315154,402.2420386970043,0
301,701.9342086315154,402.2420386970043,0
302,701.9342086315154,402.2420386970043,0
303,701.9342086315154,402.2420386970043,0
304,701.9342086315154,402.2420386970043,0
305,701.9342086315154,402.2420386970043,0
306,701.9342086315154,402.2420386970043,0
307,701.9342086315154,402.2420386970043,0
308,701.9342086315154,402.2420386970043,0
309,672.9731386899948,405.9936234354973,0
310,672.9731386899948,405.9936234354973,0
311,672.9731386899948,405.9936234354973,0
312,672.9731386899948,405.9936234354973,0
313,672.9731386899948,405.9936234354973,0
314,672.9731386899948,405.9936234354973,0
315,672.9731386899948,405.9936234354973,0
316,672.9731386899948,405.9936234354973,0
317,672.9731386899948,405.9936234354973,0
318,672.9731386899948,405.9936234354973,0
319,672.9731386899948,405.9936234354973,0
320,672.9731386899948,405.9936234354973,0
321,681.7687400579454,580.9394833445549,3
322,681.7687400579454,580.9394833445549,3
323,681.7687400579454,580.9394833445549,3
324,681.7687400579454,580.9394833445549,3
325,681.7687400579454,580.9394833445549,3
326,681.7687400579454,580.9394833445549,3
327,681.7687400579454,580.9394833445549,3
328,681.7687400579454,580.9394833445549,3
329,681.7687400579454,580.9394833445549,3
330,681.7687400579454,580.9394833445549,3
331,681.7687400579454,580.9394833445549,3
332,681.7687400579454,580.9394833445549,3
333,706.8674356341362,560.3634408116341,3
334,706.8674356341362,560.3634408116341,3
335,706.8674356341362,560.3634408116341,3
336,706.8674356341362,560.3634408116341,3
337,706.8674356341362,560.3634408116341,3
338,706.8674356341362,560.3634408116341,3
339,706.8674356341362,560.3634408116341,3
340,706.8674356341362,560.3634408116341,3
341,706.8674356341362,560.3634408116341,3
342,706.8674356341362,560.3634408116341,3
343,706.8674356341362,560.3634408116341,3
344,706.8674356341362,560.3634408116341,3
345,659.8536390066148,389.9433781206608,0
346,659.8536390066148,389.9433781206608,0
347,659.8536390066148,389.9433781206608,0
348,659.8536390066148,389.9433781206608,0
349,659.8536390066148,389.9433781206608,0
350,659.8536390066148,389.9433781206608,0
351,659.8536390066148,389.9433781206608,0
352,659.8536390066148,389.9433781206608,0
353,659.8536390066148,389.9433781206608,0
354,659.8536390066148,389.9433781206608,0
355,659.8536390066148,389.9433781206608,0
356,776.8086494207382,377.38424867391586,0
357,776.8086494207382,377.38424867391586,0
358,776.8086494207382,377.38424867391586,0
359,776.8086494207382,377.38424867391586,0
360,776.8086494207382,377.38424867391586,0
361,776.8086494207382,377.38424867391586,0
362,776.8086494207382,377.38424867391586,0
363,776.8086494207382,377.38424867391586,0
364,776.8086494207382,377.38424867391586,0
365,776.8086494207382,377.38424867391586,0
366,776.8086494207382,377.38424867391586,0
367,776.8086494207382,377.38424867391586,0
368,776.8086494207382,377.38424867391586,0
369,776.8086494207382,377.38424867391586,0
370,776.8086494207382,377.38424867391586,0
371,776.8086494207382,377.38424867391586,0
372,776.8086494207382,377.38424867391586,0
373,776.8086494207382,377.38424867391586,0
374,776.8086494207382,377.38424867391586,0
375,776.8086494207382,377.38424867391586,0
376,776.8086494207382,377.38424867391586,0
377,768.9126813411713,360.2044902741909,0
378,768.9126813411713,360.2044902741909,0
379,768.9126813411713,360.2044902741909,0
380,768.9126813411713,360.2044902741909,0
381,768.9126813411713,360.2044902741909,0
382,768.9126813411713,360.2044902741909,0
383,768.9126813411713,360.2044902741909,0
384,768.9126813411713,360.2044902741909,0
385,768.9126813411713,360.2044902741909,0
386,768.9126813411713,360.2044902741909,0
387,768.9126813411713,360.2044902741909,0
388,768.9126813411713,360.2044902741909,0
389,768.9126813411713,360.2044902741909,0
390,768.9126813411713,360.2044902741909,0
391,768.9126813411713,360.2044902741909,0
392,768.9126813411713,360.2044902741909,0
393,768.9126813411713,360.2044902741909,0
394,768.9126813411713,360.2044902741909,0
395,768.9126813411713,360.2044902741909,0
396,768.9126813411713,360.2044902741909,0
397,768.9126813411713,360.2044902741909,0
