,x,y,labels
0,1178.158022761345,566.649494022131,4
1,1178.158022761345,566.649494022131,4
2,1178.158022761345,566.649494022131,4
3,1178.158022761345,566.649494022131,4
4,1178.158022761345,566.649494022131,4
5,1178.158022761345,566.649494022131,4
6,1178.158022761345,566.649494022131,4
7,1178.158022761345,566.649494022131,4
8,969.9273067116737,781.6847383975983,5
9,969.9273067116737,781.6847383975983,5
10,969.9273067116737,781.6847383975983,5
11,969.9273067116737,781.6847383975983,5
12,969.9273067116737,781.6847383975983,5
13,969.9273067116737,781.6847383975983,5
14,969.9273067116737,781.6847383975983,5
15,969.9273067116737,781.6847383975983,5
16,1533.4097571372986,982.8637066483498,1
17,1533.4097571372986,982.8637066483498,1
18,1533.4097571372986,982.8637066483498,1
19,1533.4097571372986,982.8637066483498,1
20,1533.4097571372986,982.8637066483498,1
21,1533.4097571372986,982.8637066483498,1
22,1533.4097571372986,982.8637066483498,1
23,1533.4097571372986,982.8637066483498,1
24,1533.4097571372986,982.8637066483498,1
25,1692.227532505989,1039.8264965415,2
26,1692.227532505989,1039.8264965415,2
27,1692.227532505989,1039.8264965415,2
28,1692.227532505989,1039.8264965415,2
29,1692.227532505989,1039.8264965415,2
30,1692.227532505989,1039.8264965415,2
31,1692.227532505989,1039.8264965415,2
32,1692.227532505989,1039.8264965415,2
33,1692.227532505989,1039.8264965415,2
34,1692.227532505989,1039.8264965415,2
35,1692.227532505989,1039.8264965415,2
36,1692.227532505989,1039.8264965415,2
37,1692.227532505989,1039.8264965415,2
38,1692.227532505989,1039.8264965415,2
39,1692.227532505989,1039.8264965415,2
40,1692.227532505989,1039.8264965415,2
41,1692.227532505989,1039.8264965415,2
42,1692.227532505989,1039.8264965415,2
43,1692.227532505989,1039.8264965415,2
44,1692.227532505989,1039.8264965415,2
45,1703.873253107071,1051.5239480137827,2
46,1703.873253107071,1051.5239480137827,2
47,1703.873253107071,1051.5239480137827,2
48,1703.873253107071,1051.5239480137827,2
49,1703.873253107071,1051.5239480137827,2
50,1703.873253107071,1051.5239480137827,2
51,1703.873253107071,1051.5239480137827,2
52,1703.873253107071,1051.5239480137827,2
53,1703.873253107071,1051.5239480137827,2
54,1703.873253107071,1051.5239480137827,2
55,1703.873253107071,1051.5239480137827,2
56,1703.873253107071,1051.5239480137827,2
57,1703.873253107071,1051.5239480137827,2
58,1703.873253107071,1051.5239480137827,2
59,1703.873253107071,1051.5239480137827,2
60,1703.873253107071,1051.5239480137827,2
61,1703.873253107071,1051.5239480137827,2
62,1703.873253107071,1051.5239480137827,2
63,1703.873253107071,1051.5239480137827,2
64,1703.873253107071,1051.5239480137827,2
65,1631.505517244339,1043.8440576195717,2
66,1631.505517244339,1043.8440576195717,2
67,1631.505517244339,1043.8440576195717,2
68,1631.505517244339,1043.8440576195717,2
69,1631.505517244339,1043.8440576195717,2
70,1631.505517244339,1043.8440576195717,2
71,1631.505517244339,1043.8440576195717,2
72,1631.505517244339,1043.8440576195717,2
73,1631.505517244339,1043.8440576195717,2
74,1631.505517244339,1043.8440576195717,2
75,1663.7151206731796,1065.1123201847074,2
76,1663.7151206731796,1065.1123201847074,2
77,1663.7151206731796,1065.1123201847074,2
78,1663.7151206731796,1065.1123201847074,2
79,1663.7151206731796,1065.1123201847074,2
80,1663.7151206731796,1065.1123201847074,2
81,1663.7151206731796,1065.1123201847074,2
82,1663.7151206731796,1065.1123201847074,2
83,1663.7151206731796,1065.1123201847074,2
84,1663.7151206731796,1065.1123201847074,2
85,1635.8938057422638,1056.9479101896286,2
86,1635.8938057422638,1056.9479101896286,2
87,1635.8938057422638,1056.9479101896286,2
88,1635.8938057422638,1056.9479101896286,2
89,1635.8938057422638,1056.9479101896286,2
90,1635.8938057422638,1056.9479101896286,2
91,1635.8938057422638,1056.9479101896286,2
92,1635.8938057422638,1056.9479101896286,2
93,1635.8938057422638,1056.9479101896286,2
94,1635.8938057422638,1056.9479101896286,2
95,1635.8938057422638,1056.9479101896286,2
96,1635.8938057422638,1056.9479101896286,2
97,1635.8938057422638,1056.9479101896286,2
98,1635.8938057422638,1056.9479101896286,2
99,1635.8938057422638,1056.9479101896286,2
100,1635.8938057422638,1056.9479101896286,2
101,1635.8938057422638,1056.9479101896286,2
102,1635.8938057422638,1056.9479101896286,2
103,1635.8938057422638,1056.9479101896286,2
104,1635.8938057422638,1056.9479101896286,2
105,1635.8938057422638,1056.9479101896286,2
106,1679.0899840593338,1060.9056463837624,2
107,1679.0899840593338,1060.9056463837624,2
108,1679.0899840593338,1060.9056463837624,2
109,1679.0899840593338,1060.9056463837624,2
110,1679.0899840593338,1060.9056463837624,2
111,1679.0899840593338,1060.9056463837624,2
112,1679.0899840593338,1060.9056463837624,2
113,1679.0899840593338,1060.9056463837624,2
114,1679.0899840593338,1060.9056463837624,2
115,1679.0899840593338,1060.9056463837624,2
116,1679.0899840593338,1060.9056463837624,2
117,1679.0899840593338,1060.9056463837624,2
118,1679.0899840593338,1060.9056463837624,2
119,1679.0899840593338,1060.9056463837624,2
120,1679.0899840593338,1060.9056463837624,2
121,1679.0899840593338,1060.9056463837624,2
122,1679.0899840593338,1060.9056463837624,2
123,1679.0899840593338,1060.9056463837624,2
124,1679.0899840593338,1060.9056463837624,2
125,1679.0899840593338,1060.9056463837624,2
126,1679.0899840593338,1060.9056463837624,2
127,1555.2832728624344,1058.0617958307266,1
128,1555.2832728624344,1058.0617958307266,1
129,1555.2832728624344,1058.0617958307266,1
130,1555.2832728624344,1058.0617958307266,1
131,1555.2832728624344,1058.0617958307266,1
132,1555.2832728624344,1058.0617958307266,1
133,1555.2832728624344,1058.0617958307266,1
134,1555.2832728624344,1058.0617958307266,1
135,1555.2832728624344,1058.0617958307266,1
136,1555.2832728624344,1058.0617958307266,1
137,1555.2832728624344,1058.0617958307266,1
138,1555.2832728624344,1058.0617958307266,1
139,1555.2832728624344,1058.0617958307266,1
140,1555.2832728624344,1058.0617958307266,1
141,1555.2832728624344,1058.0617958307266,1
142,1555.2832728624344,1058.0617958307266,1
143,1555.2832728624344,1058.0617958307266,1
144,1555.2832728624344,1058.0617958307266,1
145,1555.2832728624344,1058.0617958307266,1
146,1555.2832728624344,1058.0617958307266,1
147,1556.064735531807,1041.2098351120947,1
148,1556.064735531807,1041.2098351120947,1
149,1556.064735531807,1041.2098351120947,1
150,1556.064735531807,1041.2098351120947,1
151,1556.064735531807,1041.2098351120947,1
152,1556.064735531807,1041.2098351120947,1
153,1556.064735531807,1041.2098351120947,1
154,1556.064735531807,1041.2098351120947,1
155,1556.064735531807,1041.2098351120947,1
156,1556.064735531807,1041.2098351120947,1
157,1556.064735531807,1041.2098351120947,1
158,1556.064735531807,1041.2098351120947,1
159,1556.064735531807,1041.2098351120947,1
160,1556.064735531807,1041.2098351120947,1
161,1556.064735531807,1041.2098351120947,1
162,1556.064735531807,1041.2098351120947,1
