id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,24123.579296,100.10200000033365,109,112,0.37074443745528174,0.3115405026541204,0.14189291615426747,0.9642407859023394,3d gaze,-133.68253942659553,104.40829247286207,377.33431852136613,24123.579296 24123.611451 24123.6442 24123.679398
1,24123.775319,196.00699999864446,114,118,0.42869367073859027,0.3482610344828308,0.2508595582653285,0.8817850789062314,3d gaze,-85.14995419687997,90.89845951979456,428.4487423342888,24123.775319 24123.875497 24123.907446 24123.939402 24123.971326
2,24127.035427,195.995000001858,191,195,0.49862930777669795,0.36219624379780146,1.394018179633862,0.7604990103474635,3d gaze,-15.736399443802712,92.70710528403947,491.55032578875984,24127.035427 24127.07142 24127.10336 24127.13533 24127.199413000002 24127.231422
3,24127.263395,460.0350000000617,196,207,0.5035794625538139,0.3664444790541238,0.7458978037434716,0.8083696485237379,3d gaze,-10.128646145951073,90.18742614321188,493.7926246880089,24127.263395 24127.299385000002 24127.331643 24127.723430000002
4,24127.755375,196.07600000017555,207,212,0.4990756991952144,0.3647821526530975,0.13531778027449032,0.8254106832540353,3d gaze,-15.198906378684844,90.76819685654114,490.63644123857955,24127.755375 24127.787264000002 24127.819364 24127.851464 24127.883423 24127.91939 24127.951451
5,24127.983351,195.94900000083726,213,217,0.5021437941113427,0.36533872868065276,1.0578577928991675,0.8027031417919434,3d gaze,-11.745620024177953,90.82092429264266,493.0811698892653,24127.983351 24128.015381 24128.147372 24128.1793
6,24128.211412,456.13999999841326,218,229,0.503252537795184,0.367435224231328,0.9185366535549104,0.7826519147234918,3d gaze,-10.466732330404625,89.36363510918252,492.9699108073478,24128.211412 24128.667552
7,24128.699436,195.9980000028736,230,234,0.5024642397717095,0.3674495887519412,0.2743879878516557,0.7965581641797427,3d gaze,-11.374098662616566,89.23015656926871,492.27868491152583,24128.699436 24128.731475 24128.767302 24128.79963 24128.831379 24128.863427 24128.895434000002
8,24128.92754,263.8939999997092,235,241,0.5024193762026078,0.36892603769558363,0.3740494134430673,0.8067687516208858,3d gaze,-11.398210628266176,88.08029524873581,491.4583422721116,24128.92754 24128.959337 24129.191434
9,24130.071411,196.0719999988214,261,266,0.4210770396433869,0.4360178956795875,0.9123495481024235,0.89427578645868,3d gaze,-80.30653446817338,33.92266747856559,375.8840856277425,24130.071411 24130.135383 24130.167335000002 24130.199542000002 24130.231315 24130.267483
