pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
24130.560347000002,272,0,0.9281486940411579,0.3739957889211206,0.27416883896843813,85.76489840925649,3d c++,239.3573049095172,348.39895729514967,61.159470827067125,85.76489840925649,16.820889557611224,5.104135614025513,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-4.9675556863314565,6.535865539395356,37.68949104691642,-0.567026563562233,-0.31119363816726986,-0.7626528671545288,2.5520678070127567,1.2543475491199614,-2.210119505869952,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.591758000002,273,0,0.9914209696953902,0.3741308236473644,0.2736731232808798,85.28350251021529,3d c++,239.4437271343132,348.6369008251777,60.89359291950334,85.28350251021529,16.718156661110285,5.073902164595128,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-4.960183490733649,6.549151629783042,37.678607690900904,-0.5664122139290824,-0.31008646396829603,-0.7635598134891556,2.536951082297564,1.2555123488132263,-2.2090317407673465,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.623407,273,0,0.9974933667378414,0.3739472023387582,0.27397392846770297,85.5714061926408,3d c++,239.32620949680526,348.49251433550256,61.021578456645784,85.5714061926408,16.77287969468958,5.092380767020577,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-4.96900872600566,6.541627204073384,37.688222392317876,-0.56714765020175,-0.3107134994441008,-0.7627585883710744,2.5461903835102886,1.2548527322511354,-2.210155374412663,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.659386,274,0,0.21107919909258663,0.3739032574466708,0.27562397628265645,80.44596425559627,3d c++,239.2980847658693,347.7004913843249,57.318773033642245,80.44596425559627,17.1079837629929,4.790203996361642,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-4.964755593881616,6.501642942190426,37.70144564503104,-0.5667932225247462,-0.31404552126768065,-0.7616566506449769,2.395101998180821,1.2513451811512364,-2.2105483403817376,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.69133,275,0,0.821404361248221,0.4090703644834176,0.2745927074881819,83.95632623231609,3d c++,261.80503326938725,348.1955004056727,68.612007397153,83.95632623231609,19.976095432533583,4.891567774792058,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-3.5128222353296827,6.374729187728809,36.83096440506653,-0.44579877597875184,-0.3246216674728154,-0.834196753975353,2.445783887396029,1.2401846208349239,-2.061587493461586,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.723554,276,0,0.9473608554661777,0.40885262081896406,0.2758567740028476,84.78855674898178,3d c++,261.665677324137,347.58874847863314,69.17578441195485,84.78855674898178,20.29693760212571,4.943183256272615,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-3.524030499823068,6.340621053686279,36.850310167182876,-0.44673279801986726,-0.32746401197635955,-0.8325846071323245,2.4715916281363075,1.2371779768005902,-2.063263517550445,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.755540000002,276,0,0.8218005284600441,0.4088185003707309,0.2774164937620526,85.26763298523456,3d c++,261.6438402372678,346.84008299421475,69.47496580460593,85.26763298523456,20.711536307216576,4.974409406756404,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-3.5276639104107455,6.29827204067419,36.869023952961484,-0.44703558223550705,-0.3309930963940336,-0.8310251249841073,2.487204703378202,1.2334405277797056,-2.0643276275670113,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.787283,277,0,0.9871234264679716,0.40797007504350835,0.27836649060260066,84.79840037432973,3d c++,261.10084802784536,346.3840845107517,68.86528116944466,84.79840037432973,20.870025375171863,4.950988752477857,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-3.562097522779279,6.2762222463785085,36.89645078163532,-0.4499050499328849,-0.33283057925200715,-0.8287395559279536,2.4754943762389283,1.231492618338105,-2.068155690734019,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.819339,278,0,0.9065256501099809,0.4081253769651306,0.2780704250989374,85.26859112833688,3d c++,261.2002412576836,346.52619595251,69.29213308239122,85.26859112833688,20.811531230551367,4.97749367908303,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-3.55623015153599,6.283124291704765,36.89049948298194,-0.4494161023292775,-0.3322554088081524,-0.8292354974824028,2.488746839541515,1.2321024982193534,-2.067449229921095,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
24130.851463,279,0,0.9524344814021426,0.40767749337000597,0.27789026573636866,84.95702015592,3d c++,260.91359575680383,346.61267244654306,68.9546148027365,84.95702015592,20.71465175311667,4.9600061982428345,1.0,1,1.836763076415339,10.270189197402594,46.84132545277077,12.0,-3.573632716860116,6.2899008901987505,36.897235632599006,-0.45086631610628797,-0.33169069226698694,-0.8286741516809799,2.4800030991214173,1.2327011658918254,-2.0690842685588158,344.311718260956,375.9380256822548,317.6682097735092,317.6682097735092,90.0
