world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans
10,38818.543924,"[[ 1.61656953e-03  1.74837796e-04 -5.95704342e-01]
 [ 2.20479139e-04 -2.53268278e-03  1.72347541e+00]
 [-3.36600199e-05  2.05449615e-05  9.95330555e-01]]","[[ 6.18530210e+02  4.50686841e+01  2.92150544e+02]
 [ 6.71364317e+01 -3.84477197e+02  7.05926743e+02]
 [ 1.95316256e-02  9.46025616e-03  1.00000000e+00]]",4,"[[ 1.92062373e-03  6.53480231e-05 -7.05093604e-01]
 [ 3.24732085e-04 -3.18429120e-03  1.99009303e+00]
 [ 3.24011026e-05 -2.26090901e-04  1.13807985e+00]]","[[ 5.17192769e+02 -1.38574782e+01  3.44656821e+02]
 [ 4.97128166e+01 -3.59891231e+02  6.60119952e+02]
 [-4.84851786e-03 -7.11014562e-02  1.00000000e+00]]"
11,38818.57983,"[[ 1.61625960e-03  1.75108789e-04 -5.96003403e-01]
 [ 2.21016096e-04 -2.53217309e-03  1.72238091e+00]
 [-3.34150872e-05  2.04376558e-05  9.95344031e-01]]","[[ 6.18583327e+02  4.51364223e+01  2.92296579e+02]
 [ 6.71791298e+01 -3.84576103e+02  7.05711299e+02]
 [ 1.93872985e-02  9.41189298e-03  1.00000000e+00]]",4,"[[ 1.91973372e-03  6.59108458e-05 -7.05311127e-01]
 [ 3.24913343e-04 -3.18275716e-03  1.98852679e+00]
 [ 3.22946890e-05 -2.25891945e-04  1.13794956e+00]]","[[ 5.17433713e+02 -1.37521672e+01  3.44741386e+02]
 [ 4.98276207e+01 -3.60001922e+02  6.59974280e+02]
 [-4.79344855e-03 -7.10729327e-02  1.00000000e+00]]"
12,38818.611812,"[[ 1.61656471e-03  1.75421745e-04 -5.96516088e-01]
 [ 2.21637187e-04 -2.53338944e-03  1.72199532e+00]
 [-3.28463558e-05  2.03024414e-05  9.95286988e-01]]","[[ 6.18346533e+02  4.51605255e+01  2.92465836e+02]
 [ 6.70381993e+01 -3.84433826e+02  7.05306730e+02]
 [ 1.90391227e-02  9.33228706e-03  1.00000000e+00]]",4,"[[ 1.91957811e-03  6.64893464e-05 -7.05780871e-01]
 [ 3.25278283e-04 -3.18305353e-03  1.98764577e+00]
 [ 3.27301610e-05 -2.25677031e-04  1.13758937e+00]]","[[ 5.17379738e+02 -1.36406397e+01  3.44825199e+02]
 [ 4.97373963e+01 -3.59896099e+02  6.59684136e+02]
 [-5.01880060e-03 -7.10043751e-02  1.00000000e+00]]"
13,38818.647942,"[[ 1.61665455e-03  1.75805655e-04 -5.96854582e-01]
 [ 2.22500241e-04 -2.53393446e-03  1.72041937e+00]
 [-3.28195427e-05  1.99742943e-05  9.95527098e-01]]","[[ 6.18279393e+02  4.52027358e+01  2.92563836e+02]
 [ 6.72133407e+01 -3.84425414e+02  7.04641309e+02]
 [ 1.90342462e-02  9.20332503e-03  1.00000000e+00]]",4,"[[ 1.91892193e-03  6.74400218e-05 -7.06127141e-01]
 [ 3.25876812e-04 -3.18153402e-03  1.98487737e+00]
 [ 3.25107480e-05 -2.25129635e-04  1.13719367e+00]]","[[ 5.17564506e+02 -1.34285192e+01  3.44814010e+02]
 [ 4.99511305e+01 -3.59900324e+02  6.59192781e+02]
 [-4.90763321e-03 -7.08653765e-02  1.00000000e+00]]"
14,38818.679867,"[[ 1.61689945e-03  1.75058377e-04 -5.96556975e-01]
 [ 2.22206776e-04 -2.53444992e-03  1.72000585e+00]
 [-3.29741512e-05  1.86681026e-05  9.96503246e-01]]","[[ 6.18271612e+02  4.48609050e+01  2.92696713e+02]
 [ 6.72360654e+01 -3.84731052e+02  7.04312610e+02]
 [ 1.91989459e-02  8.69184226e-03  1.00000000e+00]]",4,"[[ 1.91883140e-03  6.69855148e-05 -7.05881182e-01]
 [ 3.25362939e-04 -3.18054301e-03  1.98363384e+00]
 [ 3.23076215e-05 -2.25862772e-04  1.13769201e+00]]","[[ 5.17648010e+02 -1.35881135e+01  3.44866474e+02]
 [ 4.99739260e+01 -3.60154316e+02  6.58956853e+02]
 [-4.77873315e-03 -7.11145479e-02  1.00000000e+00]]"
15,38818.711841000004,"[[ 1.61682544e-03  1.74785881e-04 -5.96233407e-01]
 [ 2.21656675e-04 -2.53422813e-03  1.71983531e+00]
 [-3.30393603e-05  1.82694237e-05  9.96802505e-01]]","[[ 6.18340056e+02  4.47565925e+01  2.92636735e+02]
 [ 6.71567499e+01 -3.84888759e+02  7.04238175e+02]
 [ 1.92642421e-02  8.53772435e-03  1.00000000e+00]]",4,"[[ 1.91887723e-03  6.67324839e-05 -7.05629936e-01]
 [ 3.24828541e-04 -3.17998913e-03  1.98325221e+00]
 [ 3.24033097e-05 -2.26096157e-04  1.13779897e+00]]","[[ 5.17626639e+02 -1.36538800e+01  3.44816570e+02]
 [ 4.98597867e+01 -3.60266925e+02  6.58888566e+02]
 [-4.83363954e-03 -7.12010981e-02  1.00000000e+00]]"
16,38818.747828,"[[ 1.61031680e-03  1.75952860e-04 -5.94660713e-01]
 [ 2.19873339e-04 -2.52275070e-03  1.71252972e+00]
 [-3.99354445e-05  1.86476681e-05  9.98540327e-01]]","[[ 6.22026664e+02  4.55449441e+01  2.92324447e+02]
 [ 7.02109106e+01 -3.86289620e+02  7.04312193e+02]
 [ 2.35660403e-02  9.03544702e-03  1.00000000e+00]]",3,"[[ 1.91991143e-03  5.56572658e-05 -6.98527276e-01]
 [ 3.25898120e-04 -3.18934790e-03  1.98866596e+00]
 [ 3.29319844e-05 -2.37713722e-04  1.14524345e+00]]","[[ 5.17771921e+02 -1.66587962e+01  3.44735953e+02]
 [ 5.01093830e+01 -3.61769043e+02  6.58759982e+02]
 [-4.48775230e-03 -7.46119599e-02  1.00000000e+00]]"
17,38818.779789,"[[ 1.61741654e-03  1.75004853e-04 -5.95625470e-01]
 [ 2.20822026e-04 -2.53465866e-03  1.72031815e+00]
 [-3.30017131e-05  1.79202765e-05  9.97019906e-01]]","[[ 6.18120600e+02  4.47429166e+01  2.92066707e+02]
 [ 6.69214812e+01 -3.84931366e+02  7.04163025e+02]
 [ 1.92571755e-02  8.39970133e-03  1.00000000e+00]]",4,"[[ 1.92050875e-03  6.67866521e-05 -7.05385221e-01]
 [ 3.24772371e-04 -3.18076204e-03  1.98353973e+00]
 [ 3.33530073e-05 -2.26329827e-04  1.13761276e+00]]","[[ 5.17022687e+02 -1.36488243e+01  3.44381815e+02]
 [ 4.94763107e+01 -3.60226436e+02  6.58768372e+02]
 [-5.31489873e-03 -7.12674473e-02  1.00000000e+00]]"
18,38818.811641,"[[ 1.61688817e-03  1.74192303e-04 -5.94490760e-01]
 [ 2.20363065e-04 -2.53387372e-03  1.71994250e+00]
 [-3.34231840e-05  1.83920960e-05  9.96802435e-01]]","[[ 6.18421360e+02  4.46317924e+01  2.91814764e+02]
 [ 6.70179435e+01 -3.84934355e+02  7.04158096e+02]
 [ 1.94993609e-02  8.59898200e-03  1.00000000e+00]]",4,"[[ 1.92042423e-03  6.58514183e-05 -7.04376803e-01]
 [ 3.24620621e-04 -3.18013048e-03  1.98311601e+00]
 [ 3.32973602e-05 -2.25688436e-04  1.13720707e+00]]","[[ 5.17069598e+02 -1.37198258e+01  3.44193987e+02]
 [ 4.94614604e+01 -3.60177270e+02  6.58730354e+02]
 [-5.32372088e-03 -7.10785333e-02  1.00000000e+00]]"
19,38818.847888000004,"[[ 1.61667256e-03  1.73746051e-04 -5.94083903e-01]
 [ 2.20127537e-04 -2.53402135e-03  1.72001002e+00]
 [-3.38162576e-05  1.82593212e-05  9.97010948e-01]]","[[ 6.18596641e+02  4.45169143e+01  2.91800976e+02]
 [ 6.71435615e+01 -3.84952321e+02  7.04115397e+02]
 [ 1.97516663e-02  8.55994966e-03  1.00000000e+00]]",4,"[[ 1.92021352e-03  6.54175430e-05 -7.03982945e-01]
 [ 3.24410036e-04 -3.18010418e-03  1.98306805e+00]
 [ 3.29328580e-05 -2.25671222e-04  1.13731405e+00]]","[[ 5.17201424e+02 -1.37846802e+01  3.44176651e+02]
 [ 4.95533292e+01 -3.60179116e+02  6.58696161e+02]
 [-5.14383929e-03 -7.10692816e-02  1.00000000e+00]]"
20,38818.87977,"[[ 1.61742114e-03  1.73558628e-04 -5.94348513e-01]
 [ 2.20348047e-04 -2.53427491e-03  1.72000171e+00]
 [-3.32300864e-05  1.84241953e-05  9.96728317e-01]]","[[ 6.18208630e+02  4.44599536e+01  2.91915238e+02]
 [ 6.69004952e+01 -3.84889890e+02  7.04076995e+02]
 [ 1.93739238e-02  8.59682066e-03  1.00000000e+00]]",4,"[[ 1.92088098e-03  6.51819708e-05 -7.04209319e-01]
 [ 3.24519099e-04 -3.18023625e-03  1.98303401e+00]
 [ 3.34638583e-05 -2.25513022e-04  1.13702033e+00]]","[[ 5.16931335e+02 -1.38164818e+01  3.44256305e+02]
 [ 4.93677721e+01 -3.60137579e+02  6.58678031e+02]
 [-5.42245492e-03 -7.10219147e-02  1.00000000e+00]]"
21,38818.915734,"[[ 1.61749587e-03  1.74048837e-04 -5.94736443e-01]
 [ 2.20594100e-04 -2.53464567e-03  1.72007923e+00]
 [-3.31571559e-05  1.84379110e-05  9.96698736e-01]]","[[ 6.18145441e+02  4.45703819e+01  2.91932780e+02]
 [ 6.69132955e+01 -3.84816270e+02  7.04034451e+02]
 [ 1.93260036e-02  8.60143082e-03  1.00000000e+00]]",4,"[[ 1.92084905e-03  6.57591632e-05 -7.04587663e-01]
 [ 3.24761990e-04 -3.18051568e-03  1.98304472e+00]
 [ 3.34925482e-05 -2.25441842e-04  1.13695715e+00]]","[[ 5.16919176e+02 -1.37144082e+01  3.44262015e+02]
 [ 4.93949929e+01 -3.60079717e+02  6.58650403e+02]
 [-5.43313550e-03 -7.09945000e-02  1.00000000e+00]]"
22,38818.947794,"[[ 1.61761714e-03  1.73879554e-04 -5.94990238e-01]
 [ 2.20925341e-04 -2.53485243e-03  1.72010972e+00]
 [-3.33843602e-05  1.81227103e-05  9.96993708e-01]]","[[ 6.18146142e+02  4.44906963e+01  2.92140300e+02]
 [ 6.70927757e+01 -3.84864506e+02  7.04045290e+02]
 [ 1.94790703e-02  8.48559153e-03  1.00000000e+00]]",4,"[[ 1.92073246e-03  6.56267206e-05 -7.04765918e-01]
 [ 3.24930059e-04 -3.18065015e-03  1.98312616e+00]
 [ 3.30195953e-05 -2.25880185e-04  1.13741071e+00]]","[[ 5.17046829e+02 -1.37913860e+01  3.44420038e+02]
 [ 4.96039156e+01 -3.60155292e+02  6.58682499e+02]
 [-5.15920532e-03 -7.11234357e-02  1.00000000e+00]]"
23,38818.979849,"[[ 1.61800419e-03  1.74262330e-04 -5.95567471e-01]
 [ 2.21607172e-04 -2.53584171e-03  1.72033302e+00]
 [-3.29820238e-05  1.82428183e-05  9.96797682e-01]]","[[ 6.17899441e+02  4.45644706e+01  2.92271022e+02]
 [ 6.70359810e+01 -3.84675487e+02  7.03948658e+02]
 [ 1.92181916e-02  8.51465810e-03  1.00000000e+00]]",4,"[[ 1.92078198e-03  6.60862964e-05 -7.05239584e-01]
 [ 3.25481651e-04 -3.18158603e-03  1.98334585e+00]
 [ 3.31924568e-05 -2.25798874e-04  1.13728212e+00]]","[[ 5.16991391e+02 -1.37108162e+01  3.44502106e+02]
 [ 4.96249887e+01 -3.60020896e+02  6.58625899e+02]
 [-5.23612195e-03 -7.10793006e-02  1.00000000e+00]]"
24,38819.015867,"[[ 1.61800128e-03  1.74691996e-04 -5.96128272e-01]
 [ 2.22079983e-04 -2.53549069e-03  1.71990153e+00]
 [-3.29059219e-05  1.83417438e-05  9.96711164e-01]]","[[ 6.17860473e+02  4.46852305e+01  2.92431660e+02]
 [ 6.71165398e+01 -3.84684397e+02  7.03944509e+02]
 [ 1.91632589e-02  8.55432514e-03  1.00000000e+00]]",4,"[[ 1.92048093e-03  6.66435489e-05 -7.05736493e-01]
 [ 3.25760984e-04 -3.18104119e-03  1.98289797e+00]
 [ 3.30090814e-05 -2.25719412e-04  1.13729227e+00]]","[[ 5.17089924e+02 -1.36205234e+01  3.44623233e+02]
 [ 4.97536823e+01 -3.60055759e+02  6.58640566e+02]
 [-5.13350142e-03 -7.10652625e-02  1.00000000e+00]]"
25,38819.047849,"[[ 1.61885815e-03  1.74745185e-04 -5.96802399e-01]
 [ 2.23243809e-04 -2.53646085e-03  1.72003252e+00]
 [-3.22333373e-05  1.79045161e-05  9.96831273e-01]]","[[ 6.17396390e+02  4.46004453e+01  2.92676843e+02]
 [ 6.70607126e+01 -3.84661480e+02  7.03882660e+02]
 [ 1.87595002e-02  8.35126171e-03  1.00000000e+00]]",4,"[[ 1.92101793e-03  6.67088867e-05 -7.06301356e-01]
 [ 3.26767339e-04 -3.18196011e-03  1.98304016e+00]
 [ 3.34339487e-05 -2.26350170e-04  1.13755123e+00]]","[[ 5.16885235e+02 -1.36910939e+01  3.44799180e+02]
 [ 4.97870515e+01 -3.60079306e+02  6.58622106e+02]
 [-5.28521853e-03 -7.12462550e-02  1.00000000e+00]]"
26,38819.079832,"[[ 1.61864817e-03  1.75422746e-04 -5.97300740e-01]
 [ 2.23801481e-04 -2.53662871e-03  1.71961507e+00]
 [-3.22227420e-05  1.82959944e-05  9.96557338e-01]]","[[ 6.17431485e+02  4.48104825e+01  2.92743318e+02]
 [ 6.71725814e+01 -3.84502763e+02  7.03741722e+02]
 [ 1.87308302e-02  8.50806743e-03  1.00000000e+00]]",4,"[[ 1.92049551e-03  6.75856186e-05 -7.06753119e-01]
 [ 3.27215738e-04 -3.18182494e-03  1.98247479e+00]
 [ 3.32783045e-05 -2.25793518e-04  1.13721512e+00]]","[[ 5.17021876e+02 -1.34882836e+01  3.44830981e+02]
 [ 4.99187166e+01 -3.59955919e+02  6.58524259e+02]
 [-5.21826403e-03 -7.10743682e-02  1.00000000e+00]]"
27,38819.11584,"[[ 1.61793427e-03  1.76180669e-04 -5.97632762e-01]
 [ 2.24019719e-04 -2.53579437e-03  1.71843774e+00]
 [-3.27825454e-05  1.85378321e-05  9.96555715e-01]]","[[ 6.17765018e+02  4.50610600e+01  2.92770373e+02]
 [ 6.74959628e+01 -3.84521112e+02  7.03536570e+02]
 [ 1.90663509e-02  8.63514597e-03  1.00000000e+00]]",4,"[[ 1.91947272e-03  6.86568702e-05 -7.07097277e-01]
 [ 3.27305723e-04 -3.18028368e-03  1.98094402e+00]
 [ 3.25479289e-05 -2.25283238e-04  1.13709659e+00]]","[[ 5.17389837e+02 -1.32574624e+01  3.44831950e+02]
 [ 5.02212556e+01 -3.59990567e+02  6.58371924e+02]
 [-4.85971077e-03 -7.09423790e-02  1.00000000e+00]]"
28,38819.147777,"[[ 1.61737473e-03  1.76793640e-04 -5.97811666e-01]
 [ 2.24620960e-04 -2.53581346e-03  1.71749478e+00]
 [-3.29082242e-05  1.90550015e-05  9.96233874e-01]]","[[ 6.17953523e+02  4.52827451e+01  2.92749478e+02]
 [ 6.76865078e+01 -3.84347461e+02  7.03226984e+02]
 [ 1.91179873e-02  8.84723600e-03  1.00000000e+00]]",4,"[[ 1.91841052e-03  6.95659873e-05 -7.07209253e-01]
 [ 3.27751983e-04 -3.17946947e-03  1.97953631e+00]
 [ 3.21709719e-05 -2.24338682e-04  1.13655456e+00]]","[[ 5.17704036e+02 -1.29997692e+01  3.44777641e+02]
 [ 5.04423153e+01 -3.59851645e+02  6.58140574e+02]
 [-4.69742472e-03 -7.06613053e-02  1.00000000e+00]]"
29,38819.184155,"[[ 1.61789635e-03  1.76475133e-04 -5.98102121e-01]
 [ 2.25119865e-04 -2.53665318e-03  1.71726781e+00]
 [-3.29098695e-05  1.80066411e-05  9.96984186e-01]]","[[ 6.17776891e+02  4.50586612e+01  2.92999512e+02]
 [ 6.78020274e+01 -3.84513045e+02  7.02984481e+02]
 [ 1.91678768e-02  8.43209268e-03  1.00000000e+00]]",4,"[[ 1.91862476e-03  6.94300274e-05 -7.07491635e-01]
 [ 3.28096353e-04 -3.17949521e-03  1.97886585e+00]
 [ 3.20428137e-05 -2.25206340e-04  1.13712809e+00]]","[[ 5.17690758e+02 -1.31275958e+01  3.44938830e+02]
 [ 5.05760621e+01 -3.60016080e+02  6.57978355e+02]
 [-4.57135720e-03 -7.09306713e-02  1.00000000e+00]]"
30,38819.216063,"[[ 1.61809742e-03  1.76983095e-04 -5.98516304e-01]
 [ 2.25706528e-04 -2.53579245e-03  1.71634494e+00]
 [-3.26966681e-05  1.79599494e-05  9.96955735e-01]]","[[ 6.17628085e+02  4.51819621e+01  2.93004630e+02]
 [ 6.78568725e+01 -3.84639500e+02  7.02927403e+02]
 [ 1.90336179e-02  8.41101093e-03  1.00000000e+00]]",4,"[[ 1.91864596e-03  7.00986666e-05 -7.07920199e-01]
 [ 3.28627131e-04 -3.17815504e-03  1.97768239e+00]
 [ 3.21305135e-05 -2.25152783e-04  1.13705427e+00]]","[[ 5.17654376e+02 -1.30186146e+01  3.44930479e+02]
 [ 5.06671360e+01 -3.60141450e+02  6.57940181e+02]
 [-4.59490314e-03 -7.09452109e-02  1.00000000e+00]]"
31,38819.247811,"[[ 1.61758555e-03  1.77127586e-04 -5.98291421e-01]
 [ 2.25311354e-04 -2.53551487e-03  1.71646604e+00]
 [-3.29839559e-05  1.81850026e-05  9.96876620e-01]]","[[ 6.17872749e+02  4.52643680e+01  2.92888015e+02]
 [ 6.79067034e+01 -3.84611376e+02  7.02996089e+02]
 [ 1.92049884e-02  8.51374848e-03  1.00000000e+00]]",4,"[[ 1.91830072e-03  7.01968432e-05 -7.07723496e-01]
 [ 3.28330866e-04 -3.17820281e-03  1.97796328e+00]
 [ 3.19417598e-05 -2.25004423e-04  1.13703285e+00]]","[[ 5.17773832e+02 -1.29783400e+01  3.44854933e+02]
 [ 5.06787031e+01 -3.60106231e+02  6.57978714e+02]
 [-4.51673408e-03 -7.08958794e-02  1.00000000e+00]]"
32,38819.283677,"[[ 1.61775576e-03  1.76843042e-04 -5.97800517e-01]
 [ 2.24610176e-04 -2.53678307e-03  1.71725922e+00]
 [-3.30352217e-05  1.76476706e-05  9.97265333e-01]]","[[ 6.17854388e+02  4.51077545e+01  2.92692382e+02]
 [ 6.77490309e+01 -3.84587567e+02  7.02859035e+02]
 [ 1.92680358e-02  8.29991687e-03  1.00000000e+00]]",4,"[[ 1.91877874e-03  6.99133628e-05 -7.07371768e-01]
 [ 3.27886119e-04 -3.17932570e-03  1.97850120e+00]
 [ 3.22869094e-05 -2.25248455e-04  1.13705080e+00]]","[[ 5.17592900e+02 -1.30385169e+01  3.44687612e+02]
 [ 5.04533760e+01 -3.60029907e+02  6.57850022e+02]
 [-4.70245489e-03 -7.09512773e-02  1.00000000e+00]]"
