world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans
133,38822.735873,"[[ 1.60328515e-03  1.75006932e-04 -5.93356804e-01]
 [ 2.05901819e-04 -2.49163852e-03  1.73749636e+00]
 [-3.26608200e-05  6.02152081e-05  9.66075850e-01]]","[[ 6.23129351e+02  5.08080224e+01  2.91342844e+02]
 [ 6.34271638e+01 -3.79453180e+02  7.21406563e+02]
 [ 1.71131860e-02  2.53689023e-02  1.00000000e+00]]",3,"[[ 1.93195171e-03  5.50379140e-05 -7.05620583e-01]
 [ 3.15892059e-04 -3.20618345e-03  2.04373958e+00]
 [ 3.75722496e-05 -2.22652525e-04  1.13651549e+00]]","[[ 5.13369315e+02 -1.52226645e+01  3.46106254e+02]
 [ 4.54358521e+01 -3.57752075e+02  6.71537307e+02]
 [-8.07031047e-03 -6.95832605e-02  1.00000000e+00]]"
134,38822.767835,"[[ 1.60390570e-03  1.75064843e-04 -5.93507525e-01]
 [ 2.06823882e-04 -2.48937849e-03  1.73543891e+00]
 [-3.08547860e-05  6.27159984e-05  9.63748617e-01]]","[[ 6.22490626e+02  5.11154605e+01  2.91305333e+02]
 [ 6.27641712e+01 -3.79119791e+02  7.21339811e+02]
 [ 1.58448968e-02  2.63077242e-02  1.00000000e+00]]",3,"[[ 1.93213716e-03  5.50799144e-05 -7.05621889e-01]
 [ 3.16505863e-04 -3.20299367e-03  2.04123315e+00]
 [ 3.92165902e-05 -2.19382809e-04  1.13374103e+00]]","[[ 5.12975354e+02 -1.48814239e+01  3.46060594e+02]
 [ 4.49215202e+01 -3.57427516e+02  6.71485359e+02]
 [-9.05156882e-03 -6.86487054e-02  1.00000000e+00]]"
135,38822.799933,"[[ 1.60254029e-03  1.74858913e-04 -5.92433958e-01]
 [ 2.04477182e-04 -2.49118038e-03  1.73722504e+00]
 [-3.28706902e-05  6.07185419e-05  9.65772658e-01]]","[[ 6.23488925e+02  5.08557916e+01  2.90987796e+02]
 [ 6.32035884e+01 -3.79400860e+02  7.21234569e+02]
 [ 1.72472076e-02  2.55840045e-02  1.00000000e+00]]",3,"[[ 1.93129508e-03  5.49811536e-05 -7.04782376e-01]
 [ 3.14486247e-04 -3.20494788e-03  2.04294834e+00]
 [ 3.76222320e-05 -2.21430039e-04  1.13565092e+00]]","[[ 5.13506778e+02 -1.50830883e+01  3.45814448e+02]
 [ 4.51565541e+01 -3.57627805e+02  6.71368866e+02]
 [-8.20697045e-03 -6.92308505e-02  1.00000000e+00]]"
136,38822.835759,"[[ 1.60310627e-03  1.74897948e-04 -5.92246600e-01]
 [ 2.06337682e-04 -2.48753632e-03  1.73375070e+00]
 [-3.07470596e-05  6.46618471e-05  9.62312951e-01]]","[[ 6.22757197e+02  5.13441439e+01  2.90766000e+02]
 [ 6.25937133e+01 -3.78858887e+02  7.21093668e+02]
 [ 1.56919093e-02  2.70976264e-02  1.00000000e+00]]",3,"[[ 1.93151005e-03  5.49870853e-05 -7.04478405e-01]
 [ 3.16454813e-04 -3.19982732e-03  2.03848890e+00]
 [ 3.98852085e-05 -2.16020195e-04  1.13121694e+00]]","[[ 5.12971219e+02 -1.45176990e+01  3.45620103e+02]
 [ 4.46398795e+01 -3.57065347e+02  6.71243113e+02]
 [-9.56213449e-03 -6.76742735e-02  1.00000000e+00]]"
137,38822.867844,"[[ 1.60236962e-03  1.74751668e-04 -5.91620937e-01]
 [ 2.07251518e-04 -2.48505551e-03  1.73161429e+00]
 [-2.97784224e-05  6.70671467e-05  9.60294575e-01]]","[[ 6.22796989e+02  5.16379634e+01  2.90580318e+02]
 [ 6.23631378e+01 -3.78560352e+02  7.21045260e+02]
 [ 1.49572792e-02  2.80399998e-02  1.00000000e+00]]",3,"[[ 1.93131244e-03  5.48449866e-05 -7.04048863e-01]
 [ 3.18097696e-04 -3.19677619e-03  2.03572512e+00]
 [ 4.16281553e-05 -2.12902966e-04  1.12851505e+00]]","[[ 5.12676945e+02 -1.42133312e+01  3.45484144e+02]
 [ 4.42926777e+01 -3.56755562e+02  6.71183310e+02]
 [-1.05552452e-02 -6.67803612e-02  1.00000000e+00]]"
138,38822.899743,"[[ 1.60518130e-03  1.74547795e-04 -5.92622372e-01]
 [ 2.09774991e-04 -2.48588156e-03  1.73101483e+00]
 [-2.72296739e-05  6.69484815e-05  9.59656806e-01]]","[[ 6.21191991e+02  5.14492092e+01  2.90804927e+02]
 [ 6.16967334e+01 -3.78525377e+02  7.20878443e+02]
 [ 1.33217965e-02  2.78668835e-02  1.00000000e+00]]",3,"[[ 1.93424406e-03  5.44563499e-05 -7.05077825e-01]
 [ 3.20460090e-04 -3.19822495e-03  2.03549837e+00]
 [ 4.40474857e-05 -2.13990468e-04  1.12838019e+00]]","[[ 5.11515427e+02 -1.44162237e+01  3.45630300e+02]
 [ 4.38362063e+01 -3.56828302e+02  6.71078212e+02]
 [-1.16542618e-02 -6.71075735e-02  1.00000000e+00]]"
139,38822.935858,"[[ 1.60277506e-03  1.74023225e-04 -5.91710824e-01]
 [ 2.06629007e-04 -2.48881124e-03  1.73344056e+00]
 [-3.09371103e-05  6.39235647e-05  9.62934285e-01]]","[[ 6.22954666e+02  5.10308302e+01  2.90933777e+02]
 [ 6.27577962e+01 -3.78900700e+02  7.20647626e+02]
 [ 1.58481377e-02  2.67925135e-02  1.00000000e+00]]",3,"[[ 1.93053031e-03  5.43744009e-05 -7.03846015e-01]
 [ 3.16463277e-04 -3.19967673e-03  2.03736189e+00]
 [ 3.94788229e-05 -2.16138666e-04  1.13136655e+00]]","[[ 5.13321054e+02 -1.46281657e+01  3.45689773e+02]
 [ 4.48160719e+01 -3.57091426e+02  6.70930281e+02]
 [-9.35048412e-03 -6.77090565e-02  1.00000000e+00]]"
140,38822.967859,"[[ 1.60512879e-03  1.76724700e-04 -5.94529955e-01]
 [ 2.05129259e-04 -2.49490464e-03  1.73705043e+00]
 [-2.52593157e-05  7.35192033e-05  9.54406478e-01]]","[[ 6.20867386e+02  5.25568183e+01  2.91102818e+02]
 [ 5.93070143e+01 -3.75394069e+02  7.20173470e+02]
 [ 1.18633739e-02  3.03080740e-02  1.00000000e+00]]",2,"[[ 1.93890864e-03  5.28725587e-05 -7.05974737e-01]
 [ 3.21318593e-04 -3.20875179e-03  2.04033459e+00]
 [ 5.92463708e-05 -1.93997322e-04  1.10958550e+00]]","[[ 5.07266569e+02 -1.25496541e+01  3.45825425e+02]
 [ 3.77733963e+01 -3.51562631e+02  6.70495839e+02]
 [-2.04813109e-02 -6.07962952e-02  1.00000000e+00]]"
141,38823.003681,"[[ 1.59845022e-03  1.72723525e-04 -5.89368436e-01]
 [ 2.02551019e-04 -2.49487938e-03  1.73669780e+00]
 [-3.17374223e-05  6.87948664e-05  9.59720304e-01]]","[[ 6.24884078e+02  5.12840172e+01  2.90941132e+02]
 [ 6.20221821e+01 -3.76681093e+02  7.19725467e+02]
 [ 1.62186859e-02  2.86972651e-02  1.00000000e+00]]",2,"[[ 1.93182848e-03  4.93650056e-05 -7.00839852e-01]
 [ 3.18978638e-04 -3.20694893e-03  2.03884623e+00]
 [ 5.26684482e-05 -1.98104917e-04  1.11455259e+00]]","[[ 5.10448674e+02 -1.34953524e+01  3.45661322e+02]
 [ 3.99508509e+01 -3.52604885e+02  6.70140017e+02]
 [-1.70203539e-02 -6.20356394e-02  1.00000000e+00]]"
142,38823.035729,"[[ 1.60317840e-03  1.74645999e-04 -5.92584734e-01]
 [ 2.08029027e-04 -2.49181888e-03  1.73220349e+00]
 [-3.19133428e-05  6.15402526e-05  9.65018425e-01]]","[[ 6.22959732e+02  5.08549246e+01  2.91253868e+02]
 [ 6.35132677e+01 -3.79093043e+02  7.19471532e+02]
 [ 1.65510881e-02  2.58569491e-02  1.00000000e+00]]",3,"[[ 1.92995440e-03  5.60109308e-05 -7.04882105e-01]
 [ 3.17785746e-04 -3.19954296e-03  2.03407889e+00]
 [ 3.83389385e-05 -2.17461547e-04  1.13246060e+00]]","[[ 5.13667004e+02 -1.45095908e+01  3.45785392e+02]
 [ 4.55200727e+01 -3.57291036e+02  6.70084630e+02]
 [-8.64893866e-03 -6.81178482e-02  1.00000000e+00]]"
143,38823.067636,"[[ 1.60619519e-03  1.74286749e-04 -5.93969640e-01]
 [ 2.09354408e-04 -2.49434693e-03  1.73356766e+00]
 [-3.06548292e-05  5.87637045e-05  9.66663355e-01]]","[[ 6.21600158e+02  5.03056430e+01  2.91728640e+02]
 [ 6.32015940e+01 -3.79540332e+02  7.19483853e+02]
 [ 1.58701442e-02  2.46676433e-02  1.00000000e+00]]",3,"[[ 1.93297617e-03  5.54608041e-05 -7.06249953e-01]
 [ 3.18712602e-04 -3.20285363e-03  2.03605912e+00]
 [ 3.92174797e-05 -2.21627035e-04  1.13494762e+00]]","[[ 5.12799341e+02 -1.50721951e+01  3.46141428e+02]
 [ 4.53995661e+01 -3.57807335e+02  6.70145753e+02]
 [-8.85408837e-03 -6.93500596e-02  1.00000000e+00]]"
144,38823.103856,"[[ 1.60129737e-03  1.79597238e-04 -5.96487470e-01]
 [ 2.02821127e-04 -2.49409221e-03  1.73557925e+00]
 [-3.22232983e-05  7.02242707e-05  9.58868819e-01]]","[[ 6.23636833e+02  5.31233160e+01  2.91793649e+02]
 [ 6.21319926e+01 -3.76212045e+02  7.19604974e+02]
 [ 1.64073140e-02  2.93377200e-02  1.00000000e+00]]",2,"[[ 1.93422934e-03  5.67343055e-05 -7.07849804e-01]
 [ 3.18252195e-04 -3.20686145e-03  2.03884729e+00]
 [ 5.16186243e-05 -1.97466063e-04  1.11445501e+00]]","[[ 5.09784659e+02 -1.23051261e+01  3.46303117e+02]
 [ 4.00965797e+01 -3.52386864e+02  6.70144019e+02]
 [-1.65073232e-02 -6.18681528e-02  1.00000000e+00]]"
145,38823.135823,"[[ 1.60211901e-03  1.79352238e-04 -5.96688951e-01]
 [ 2.04477695e-04 -2.49342600e-03  1.73499353e+00]
 [-3.19995076e-05  6.88899763e-05  9.59755073e-01]]","[[ 6.23251919e+02  5.28942947e+01  2.91862250e+02]
 [ 6.24510160e+01 -3.76676466e+02  7.19761824e+02]
 [ 1.62973929e-02  2.88009150e-02  1.00000000e+00]]",2,"[[ 1.93537594e-03  5.61404576e-05 -7.07996551e-01]
 [ 3.20244146e-04 -3.20698929e-03  2.03861355e+00]
 [ 5.20191372e-05 -1.99498933e-04  1.11569934e+00]]","[[ 5.09475192e+02 -1.26284925e+01  3.46375840e+02]
 [ 4.03632171e+01 -3.52808006e+02  6.70266781e+02]
 [-1.65367502e-02 -6.24970325e-02  1.00000000e+00]]"
146,38823.171713,"[[ 1.60279414e-03  1.77794167e-04 -5.95864448e-01]
 [ 2.05622865e-04 -2.49457817e-03  1.73620858e+00]
 [-3.04239201e-05  6.96851192e-05  9.58703534e-01]]","[[ 6.22711237e+02  5.25359261e+01  2.91892282e+02]
 [ 6.19486232e+01 -3.76339749e+02  7.20052923e+02]
 [ 1.52585437e-02  2.90221409e-02  1.00000000e+00]]",2,"[[ 1.93513628e-03  5.43165460e-05 -7.06775149e-01]
 [ 3.20795643e-04 -3.20862831e-03  2.04024627e+00]
 [ 5.26387702e-05 -1.98730801e-04  1.11501356e+00]]","[[ 5.09463576e+02 -1.28312162e+01  3.46412861e+02]
 [ 4.01980441e+01 -3.52507295e+02  6.70496487e+02]
 [-1.68867423e-02 -6.22222368e-02  1.00000000e+00]]"
147,38823.20376,"[[ 1.60559203e-03  1.76424002e-04 -5.95888047e-01]
 [ 2.09004269e-04 -2.49496590e-03  1.73624670e+00]
 [-3.24963211e-05  5.89445673e-05  9.67026988e-01]]","[[ 6.22108409e+02  5.08886473e+01  2.91979151e+02]
 [ 6.39498044e+01 -3.79266289e+02  7.20359177e+02]
 [ 1.70075305e-02  2.48280363e-02  1.00000000e+00]]",3,"[[ 1.93255396e-03  5.72867207e-05 -7.07959445e-01]
 [ 3.18209158e-04 -3.20714160e-03  2.04121161e+00]
 [ 3.66523439e-05 -2.23434129e-04  1.13718872e+00]]","[[ 5.13343713e+02 -1.49667706e+01  3.46448103e+02]
 [ 4.61774912e+01 -3.57714640e+02  6.70832424e+02]
 [-7.47248243e-03 -6.98011599e-02  1.00000000e+00]]"
148,38823.235758,"[[ 1.60960523e-03  1.77194344e-04 -5.97994767e-01]
 [ 2.12855292e-04 -2.49290359e-03  1.73539343e+00]
 [-2.87123298e-05  5.99863917e-05  9.65133086e-01]]","[[ 6.19726721e+02  5.10794989e+01  2.92136197e+02]
 [ 6.30225925e+01 -3.79307861e+02  7.21077290e+02]
 [ 1.45195521e-02  2.50949031e-02  1.00000000e+00]]",3,"[[ 1.93698291e-03  5.73602634e-05 -7.09952054e-01]
 [ 3.22200565e-04 -3.20724230e-03  2.04161273e+00]
 [ 4.03259614e-05 -2.23676518e-04  1.13619483e+00]]","[[ 5.11549585e+02 -1.50263757e+01  3.46642765e+02]
 [ 4.55399170e+01 -3.57803137e+02  6.71387136e+02]
 [-9.19078175e-03 -6.99054461e-02  1.00000000e+00]]"
149,38823.271849,"[[ 1.60754129e-03  1.80823077e-04 -5.99911699e-01]
 [ 2.07970915e-04 -2.49499790e-03  1.74069504e+00]
 [-2.58116886e-05  7.30352430e-05  9.54803998e-01]]","[[ 6.19838663e+02  5.34691056e+01  2.91970980e+02]
 [ 6.01473795e+01 -3.75307611e+02  7.22011233e+02]
 [ 1.21555881e-02  3.01536342e-02  1.00000000e+00]]",2,"[[ 1.94215475e-03  5.60784239e-05 -7.11058819e-01]
 [ 3.24025653e-04 -3.21667552e-03  2.04915538e+00]
 [ 5.79878392e-05 -1.98363738e-04  1.11318861e+00]]","[[ 5.06633546e+02 -1.25485626e+01  3.46715915e+02]
 [ 3.86046455e+01 -3.51645361e+02  6.71967132e+02]
 [-1.95122576e-02 -6.20074836e-02  1.00000000e+00]]"
150,38823.303802,"[[ 1.60624861e-03  1.78326369e-04 -5.97578461e-01]
 [ 2.11215543e-04 -2.48974619e-03  1.73798381e+00]
 [-3.07122376e-05  6.24996426e-05  9.63786055e-01]]","[[ 6.21332657e+02  5.18272008e+01  2.91786933e+02]
 [ 6.36501451e+01 -3.78943899e+02  7.22810120e+02]
 [ 1.56719479e-02  2.62253094e-02  1.00000000e+00]]",3,"[[ 1.93499985e-03  5.76216283e-05 -7.09442217e-01]
 [ 3.21499612e-04 -3.20917522e-03  2.04720102e+00]
 [ 3.86805454e-05 -2.22706224e-04  1.13639525e+00]]","[[ 5.12335287e+02 -1.48542244e+01  3.46606400e+02]
 [ 4.59458838e+01 -3.57460909e+02  6.72644742e+02]
 [-8.43454256e-03 -6.95481612e-02  1.00000000e+00]]"
151,38823.335889,"[[ 1.60707215e-03  1.78920056e-04 -5.98138830e-01]
 [ 2.11718834e-04 -2.49129375e-03  1.73945518e+00]
 [-2.99450475e-05  6.27377882e-05  9.63375284e-01]]","[[ 6.20843059e+02  5.19335535e+01  2.91697594e+02]
 [ 6.33547827e+01 -3.78640594e+02  7.23003079e+02]
 [ 1.51721102e-02  2.62724470e-02  1.00000000e+00]]",3,"[[ 1.93675993e-03  5.79071102e-05 -7.10187537e-01]
 [ 3.22544799e-04 -3.21279625e-03  2.04970573e+00]
 [ 3.99482094e-05 -2.23589108e-04  1.13658033e+00]]","[[ 5.11658666e+02 -1.48970894e+01  3.46573178e+02]
 [ 4.56195760e+01 -3.57253782e+02  6.72775656e+02]
 [-9.00931238e-03 -6.97556875e-02  1.00000000e+00]]"
152,38823.371806,"[[ 1.60595456e-03  1.78801431e-04 -5.97556486e-01]
 [ 2.11530350e-04 -2.49227035e-03  1.73918307e+00]
 [-3.05709883e-05  6.32233119e-05  9.63231544e-01]]","[[ 6.21387898e+02  5.19780574e+01  2.91638094e+02]
 [ 6.35897279e+01 -3.78348177e+02  7.22583476e+02]
 [ 1.55477559e-02  2.64831914e-02  1.00000000e+00]]",3,"[[ 1.93517797e-03  5.80552869e-05 -7.09536817e-01]
 [ 3.22193385e-04 -3.21302245e-03  2.04898373e+00]
 [ 3.91373353e-05 -2.22644391e-04  1.13615836e+00]]","[[ 5.12197583e+02 -1.47542304e+01  3.46478305e+02]
 [ 4.58385435e+01 -3.57002617e+02  6.72456162e+02]
 [-8.66107605e-03 -6.94508725e-02  1.00000000e+00]]"
153,38823.403695,"[[ 1.60840406e-03  1.78495334e-04 -5.98297369e-01]
 [ 2.13676202e-04 -2.49428480e-03  1.73834153e+00]
 [-2.88753917e-05  6.12947427e-05  9.64177012e-01]]","[[ 6.20125755e+02  5.15495668e+01  2.91864306e+02]
 [ 6.32641065e+01 -3.78648407e+02  7.21932788e+02]
 [ 1.45498355e-02  2.56152867e-02  1.00000000e+00]]",3,"[[ 1.93667345e-03  5.79839844e-05 -7.10134573e-01]
 [ 3.23644995e-04 -3.21348910e-03  2.04729744e+00]
 [ 4.02345940e-05 -2.24459528e-04  1.13689280e+00]]","[[ 5.11651993e+02 -1.49745634e+01  3.46557876e+02]
 [ 4.57491613e+01 -3.57301258e+02  6.71998283e+02]
 [-9.07497612e-03 -7.00129126e-02  1.00000000e+00]]"
154,38823.439847,"[[ 1.60705465e-03  1.77560461e-04 -5.97602297e-01]
 [ 2.12042838e-04 -2.49686537e-03  1.73880603e+00]
 [-3.05040189e-05  5.96267969e-05  9.65909228e-01]]","[[ 6.21054263e+02  5.11426265e+01  2.92176883e+02]
 [ 6.36639062e+01 -3.78751885e+02  7.21208305e+02]
 [ 1.56832296e-02  2.49959486e-02  1.00000000e+00]]",3,"[[ 1.93466723e-03  5.77097917e-05 -7.09513483e-01]
 [ 3.21865163e-04 -3.21320152e-03  2.04604497e+00]
 [ 3.87398617e-05 -2.24712636e-04  1.13746128e+00]]","[[ 5.12444953e+02 -1.50430204e+01  3.46706572e+02]
 [ 4.60053470e+01 -3.57350037e+02  6.71491571e+02]
 [-8.36429693e-03 -7.00844116e-02  1.00000000e+00]]"
155,38823.471922,"[[ 1.60913132e-03  1.77783892e-04 -5.98977674e-01]
 [ 2.16886272e-04 -2.49229296e-03  1.73210146e+00]
 [-2.61514124e-05  6.44409694e-05  9.61226453e-01]]","[[ 6.19235655e+02  5.17387081e+01  2.92638264e+02]
 [ 6.26758774e+01 -3.78138045e+02  7.20449287e+02]
 [ 1.26452956e-02  2.67581301e-02  1.00000000e+00]]",3,"[[ 1.93460485e-03  5.85243919e-05 -7.10452644e-01]
 [ 3.25717123e-04 -3.20417455e-03  2.03695427e+00]
 [ 4.21980918e-05 -2.17434208e-04  1.13125535e+00]]","[[ 5.11724110e+02 -1.41962794e+01  3.46935747e+02]
 [ 4.54357313e+01 -3.56795879e+02  6.70986288e+02]
 [-1.03553091e-02 -6.80488041e-02  1.00000000e+00]]"
156,38823.503845,"[[ 1.60518029e-03  1.78163084e-04 -5.98387814e-01]
 [ 2.15431244e-04 -2.48726534e-03  1.72824644e+00]
 [-2.83444996e-05  6.81706916e-05  9.59203925e-01]]","[[ 6.21105931e+02  5.25162379e+01  2.92848279e+02]
 [ 6.34174337e+01 -3.77766146e+02  7.20202660e+02]
 [ 1.38466140e-02  2.83997232e-02  1.00000000e+00]]",3,"[[ 1.92939466e-03  5.96644346e-05 -7.09653084e-01]
 [ 3.23423870e-04 -3.19651481e-03  2.03207632e+00]
 [ 3.91895237e-05 -2.12147574e-04  1.12871411e+00]]","[[ 5.13502259e+02 -1.34494898e+01  3.47066496e+02]
 [ 4.61344428e+01 -3.56501679e+02  6.70832466e+02]
 [-9.15785381e-03 -6.65393357e-02  1.00000000e+00]]"
157,38823.539797,"[[ 1.60968732e-03  1.79372895e-04 -6.01413573e-01]
 [ 2.19111434e-04 -2.48993464e-03  1.72949938e+00]
 [-2.59380674e-05  6.45265788e-05  9.61123161e-01]]","[[ 6.18862166e+02  5.21843252e+01  2.93343621e+02]
 [ 6.31165850e+01 -3.78400692e+02  7.20410206e+02]
 [ 1.24639503e-02  2.68128619e-02  1.00000000e+00]]",3,"[[ 1.93335896e-03  6.06296615e-05 -7.12437721e-01]
 [ 3.26204662e-04 -3.20132955e-03  2.03489678e+00]
 [ 4.03782424e-05 -2.18278458e-04  1.13244521e+00]]","[[ 5.12337987e+02 -1.39875476e+01  3.47453563e+02]
 [ 4.62616962e+01 -3.57248427e+02  6.71045490e+02]
 [-9.35089452e-03 -6.83607846e-02  1.00000000e+00]]"
158,38823.571741,"[[ 1.60766100e-03  1.80300531e-04 -6.02534886e-01]
 [ 2.17576500e-04 -2.48928328e-03  1.73182122e+00]
 [-2.88473846e-05  6.32449085e-05  9.62853056e-01]]","[[ 6.20204929e+02  5.23885614e+01  2.93884391e+02]
 [ 6.42026480e+01 -3.78743350e+02  7.21397831e+02]
 [ 1.43643928e-02  2.64472978e-02  1.00000000e+00]]",3,"[[ 1.93125470e-03  6.14866267e-05 -7.13365782e-01]
 [ 3.24307770e-04 -3.20304382e-03  2.03910489e+00]
 [ 3.66876702e-05 -2.21096185e-04  1.13577625e+00]]","[[ 5.13565585e+02 -1.41620615e+01  3.47989356e+02]
 [ 4.72992113e+01 -3.57670691e+02  6.71848611e+02]
 [-7.38160328e-03 -6.91685994e-02  1.00000000e+00]]"
159,38823.603778,"[[ 1.60750944e-03  1.81517992e-04 -6.04057153e-01]
 [ 2.18043150e-04 -2.48727952e-03  1.73352041e+00]
 [-2.88623843e-05  6.35050633e-05  9.62592441e-01]]","[[ 6.20203885e+02  5.27720648e+01  2.94160986e+02]
 [ 6.43700831e+01 -3.78895060e+02  7.22741525e+02]
 [ 1.43495171e-02  2.65791433e-02  1.00000000e+00]]",3,"[[ 1.93207839e-03  6.20357343e-05 -7.14836259e-01]
 [ 3.24811196e-04 -3.20576541e-03  2.04394189e+00]
 [ 3.63114306e-05 -2.23746388e-04  1.13790461e+00]]","[[ 5.13447288e+02 -1.43791673e+01  3.48377990e+02]
 [ 4.75359763e+01 -3.57981836e+02  6.72881101e+02]
 [-7.03749901e-03 -6.99311820e-02  1.00000000e+00]]"
160,38823.640119,"[[ 1.60591418e-03  1.84059651e-04 -6.05021742e-01]
 [ 2.18588491e-04 -2.47963816e-03  1.73331264e+00]
 [-2.85850981e-05  6.65932313e-05  9.60120544e-01]]","[[ 6.20581851e+02  5.39514103e+01  2.93661930e+02]
 [ 6.44946823e+01 -3.79029221e+02  7.24905667e+02]
 [ 1.40029123e-02  2.78954420e-02  1.00000000e+00]]",3,"[[ 1.93226295e-03  6.35961497e-05 -7.15854375e-01]
 [ 3.26287242e-04 -3.20394255e-03  2.04723586e+00]
 [ 3.68705879e-05 -2.23058931e-04  1.13759919e+00]]","[[ 5.13256332e+02 -1.40592828e+01  3.48276847e+02]
 [ 4.76046159e+01 -3.58125301e+02  6.74442228e+02]
 [-7.30083851e-03 -6.97650574e-02  1.00000000e+00]]"
161,38823.671753,"[[ 1.60232240e-03  1.85902992e-04 -6.03911442e-01]
 [ 2.15479786e-04 -2.47282670e-03  1.73744894e+00]
 [-3.11543252e-05  6.75215785e-05  9.59947914e-01]]","[[ 6.22413418e+02  5.47767362e+01  2.92422952e+02]
 [ 6.52067208e+01 -3.79612347e+02  7.28097998e+02]
 [ 1.56133568e-02  2.84792089e-02  1.00000000e+00]]",3,"[[ 1.93210945e-03  6.35471056e-05 -7.14914616e-01]
 [ 3.24803073e-04 -3.20722852e-03  2.05728933e+00]
 [ 3.51118427e-05 -2.26285422e-04  1.14091057e+00]]","[[ 5.13663029e+02 -1.43587048e+01  3.47761891e+02]
 [ 4.79843845e+01 -3.58587439e+02  6.76672538e+02]
 [-6.29101788e-03 -7.06794655e-02  1.00000000e+00]]"
162,38823.707794,"[[ 1.60001150e-03  1.85313498e-04 -6.01034433e-01]
 [ 2.12936104e-04 -2.46421727e-03  1.73989249e+00]
 [-2.89494581e-05  7.46217704e-05  9.53859212e-01]]","[[ 6.22853657e+02  5.56504552e+01  2.90955606e+02]
 [ 6.36526853e+01 -3.78879134e+02  7.31204782e+02]
 [ 1.39238575e-02  3.13292380e-02  1.00000000e+00]]",3,"[[ 1.93421107e-03  6.02952777e-05 -7.12238748e-01]
 [ 3.24479727e-04 -3.20843739e-03  2.06525066e+00]
 [ 3.94120683e-05 -2.22167726e-04  1.13712732e+00]]","[[ 5.12351081e+02 -1.44044777e+01  3.47072084e+02]
 [ 4.61947544e+01 -3.57813068e+02  6.78794146e+02]
 [-8.73238385e-03 -6.94089427e-02  1.00000000e+00]]"
163,38823.739656,"[[ 1.59742364e-03  1.80859171e-04 -5.95674199e-01]
 [ 2.03112510e-04 -2.46680938e-03  1.74909825e+00]
 [-3.16223496e-05  7.27730773e-05  9.55830682e-01]]","[[ 6.24834776e+02  5.43638100e+01  2.89915688e+02]
 [ 6.27192748e+01 -3.79161648e+02  7.32923982e+02]
 [ 1.58966116e-02  3.06663846e-02  1.00000000e+00]]",3,"[[ 1.93621736e-03  5.37057400e-05 -7.07491749e-01]
 [ 3.16339339e-04 -3.21805201e-03  2.07836265e+00]
 [ 3.93038145e-05 -2.26786251e-04  1.14057398e+00]]","[[ 5.12030340e+02 -1.58765387e+01  3.46539947e+02]
 [ 4.46747923e+01 -3.57916846e+02  6.79910350e+02]
 [-8.76148063e-03 -7.06193661e-02  1.00000000e+00]]"
164,38823.771757,"[[ 1.59548057e-03  1.77721679e-04 -5.89710805e-01]
 [ 1.93697519e-04 -2.46987466e-03  1.75487996e+00]
 [-3.28546207e-05  7.07736888e-05  9.57576669e-01]]","[[ 6.26227749e+02  5.33119185e+01  2.87953186e+02]
 [ 6.11653818e+01 -3.79470941e+02  7.33096220e+02]
 [ 1.69653000e-02  2.98755203e-02  1.00000000e+00]]",3,"[[ 1.93826049e-03  4.92716959e-05 -7.02428332e-01]
 [ 3.08469253e-04 -3.22396101e-03  2.08512860e+00]
 [ 4.10413061e-05 -2.29408171e-04  1.14178313e+00]]","[[ 5.11283585e+02 -1.67439259e+01  3.45120983e+02]
 [ 4.25647180e+01 -3.57898282e+02  6.79781115e+02]
 [-9.82590456e-03 -7.13074101e-02  1.00000000e+00]]"
165,38823.807816,"[[ 1.59259774e-03  1.73214239e-04 -5.81446206e-01]
 [ 1.84135772e-04 -2.47088292e-03  1.75730995e+00]
 [-3.48978438e-05  6.97638098e-05  9.58860338e-01]]","[[ 6.28136445e+02  5.20925775e+01  2.85427124e+02]
 [ 5.99661625e+01 -3.79828824e+02  7.32477963e+02]
 [ 1.84981471e-02  2.95311249e-02  1.00000000e+00]]",3,"[[ 1.93945762e-03  4.39377972e-05 -6.95405409e-01]
 [ 3.01791604e-04 -3.22281749e-03  2.08476470e+00]
 [ 4.34275273e-05 -2.27240111e-04  1.13939557e+00]]","[[ 5.10605868e+02 -1.72358393e+01  3.43173840e+02]
 [ 4.04426595e+01 -3.57613114e+02  6.79011979e+02]
 [-1.13956525e-02 -7.06651281e-02  1.00000000e+00]]"
166,38823.839967,"[[ 1.58871642e-03  1.73250209e-04 -5.76564421e-01]
 [ 1.72604547e-04 -2.47537074e-03  1.75983254e+00]
 [-3.38014479e-05  8.21986060e-05  9.49512207e-01]]","[[ 6.29655270e+02  5.34744366e+01  2.83230453e+02]
 [ 5.63713050e+01 -3.75770890e+02  7.30686267e+02]
 [ 1.75349163e-02  3.44338456e-02  1.00000000e+00]]",2,"[[ 1.94675316e-03  3.90496617e-05 -6.91143572e-01]
 [ 2.98927724e-04 -3.23149121e-03  2.08659673e+00]
 [ 6.49625378e-05 -1.98074483e-04  1.11197351e+00]]","[[ 5.04559505e+02 -1.48313208e+01  3.41438029e+02]
 [ 3.12330537e+01 -3.50591872e+02  6.77291652e+02]
 [-2.39133349e-02 -6.15840420e-02  1.00000000e+00]]"
