world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans
108,24123.544692,"[[ 1.97709993e-03  1.55176874e-04 -1.35751771e+00]
 [ 4.74661620e-05 -3.66321606e-03  2.80121034e+00]
 [-7.96888620e-05  5.28729474e-05  1.00902247e+00]]","[[ 5.30265288e+02  3.14973453e+01  6.25966071e+02]
 [ 3.73962839e+01 -2.60245885e+02  7.72797046e+02]
 [ 3.99188194e-02  1.61244721e-02  1.00000000e+00]]",3,"[[ 2.33877191e-03  6.41253021e-05 -1.60314081e+00]
 [ 2.04551494e-04 -4.28130871e-03  3.05626745e+00]
 [ 7.41683457e-05 -9.67264498e-05  1.02279940e+00]]","[[ 4.07265970e+02 -8.92456758e+00  6.65018538e+02]
 [-1.74176584e+00 -2.50445481e+02  7.45636022e+02]
 [-2.96976299e-02 -2.30375397e-02  1.00000000e+00]]"
109,24123.586479,"[[ 1.98032509e-03  1.48391684e-04 -1.35519004e+00]
 [ 4.72960046e-05 -3.67089292e-03  2.80636325e+00]
 [-7.89892756e-05  4.55785826e-05  1.01426951e+00]]","[[ 5.29257563e+02  2.91726073e+01  6.26436696e+02]
 [ 3.70563515e+01 -2.61323035e+02  7.72561679e+02]
 [ 3.95523034e-02  1.40150684e-02  1.00000000e+00]]",3,"[[ 2.34312243e-03  5.69510893e-05 -1.60151704e+00]
 [ 2.05375545e-04 -4.28988748e-03  3.06095923e+00]
 [ 7.61713781e-05 -1.04294309e-04  1.02705637e+00]]","[[ 4.06095780e+02 -1.07853044e+01  6.65379926e+02]
 [-2.20851399e+00 -2.51257184e+02  7.45383650e+02]
 [-3.03422593e-02 -2.47144788e-02  1.00000000e+00]]"
110,24123.629475,"[[ 1.97848859e-03  1.49772415e-04 -1.35568547e+00]
 [ 4.68794201e-05 -3.66744423e-03  2.80345079e+00]
 [-8.01992028e-05  4.69597454e-05  1.01399106e+00]]","[[ 5.30138448e+02  2.96750662e+01  6.26739655e+02]
 [ 3.75009175e+01 -2.61247445e+02  7.72426739e+02]
 [ 4.01933006e-02  1.44459165e-02  1.00000000e+00]]",3,"[[ 2.33946781e-03  5.83899731e-05 -1.60074069e+00]
 [ 2.03408988e-04 -4.28398713e-03  3.05773781e+00]
 [ 7.33616566e-05 -1.02915696e-04  1.02787804e+00]]","[[ 4.07482094e+02 -1.04367396e+01  6.65629532e+02]
 [-1.51892421e+00 -2.51354261e+02  7.45364712e+02]
 [-2.92348716e-02 -2.44218100e-02  1.00000000e+00]]"
111,24123.671215,"[[ 1.97562960e-03  1.54026174e-04 -1.35754740e+00]
 [ 4.71229809e-05 -3.66032044e-03  2.79842907e+00]
 [-8.12706527e-05  5.12702006e-05  1.01133811e+00]]","[[ 5.31214158e+02  3.11346519e+01  6.26912282e+02]
 [ 3.80023474e+01 -2.60779131e+02  7.72602042e+02]
 [ 4.07615742e-02  1.57222710e-02  1.00000000e+00]]",3,"[[ 2.33454566e-03  6.36936095e-05 -1.60162564e+00]
 [ 2.02474054e-04 -4.27487475e-03  3.05240878e+00]
 [ 7.08105143e-05 -9.77803215e-05  1.02576212e+00]]","[[ 4.08948899e+02 -9.13388643e+00  6.65713212e+02]
 [-8.45852187e-01 -2.50991095e+02  7.45565338e+02]
 [-2.83112321e-02 -2.32950839e-02  1.00000000e+00]]"
112,24123.712973,"[[ 1.98502760e-03  1.41691911e-04 -1.35863776e+00]
 [ 5.63768729e-05 -3.67981681e-03  2.80352759e+00]
 [-7.94838170e-05  4.74852983e-05  1.01338960e+00]]","[[ 5.28164192e+02  2.84586238e+01  6.29372235e+02]
 [ 3.82859230e+01 -2.60322711e+02  7.71508413e+02]
 [ 3.96318331e-02  1.44302859e-02  1.00000000e+00]]",2,"[[ 2.34211447e-03  4.93656544e-05 -1.60057769e+00]
 [ 2.08394441e-04 -4.28677659e-03  3.05504385e+00]
 [ 7.09604304e-05 -1.01453118e-04  1.02821609e+00]]","[[ 4.07723599e+02 -1.11065168e+01  6.67684740e+02]
 [-2.50010663e-01 -2.50912918e+02  7.45125286e+02]
 [-2.81629580e-02 -2.39908469e-02  1.00000000e+00]]"
113,24123.755589,"[[ 1.98547371e-03  1.49426165e-04 -1.36353700e+00]
 [ 5.52248605e-05 -3.67863251e-03  2.80388941e+00]
 [-7.43242239e-05  4.48794179e-05  1.01209524e+00]]","[[ 5.26384187e+02  2.90516861e+01  6.28682536e+02]
 [ 3.61442594e+01 -2.60957843e+02  7.71647700e+02]
 [ 3.70528003e-02  1.37051134e-02  1.00000000e+00]]",3,"[[ 2.34303961e-03  5.83103110e-05 -1.60644252e+00]
 [ 2.10505093e-04 -4.29275765e-03  3.05714119e+00]
 [ 7.75604686e-05 -1.05416448e-04  1.02678254e+00]]","[[ 4.05690485e+02 -1.08708410e+01  6.67085886e+02]
 [-2.08238004e+00 -2.51270523e+02  7.44874607e+02]
 [-3.08585898e-02 -2.49759782e-02  1.00000000e+00]]"
114,24123.803393000002,"[[ 1.97820829e-03  1.56927167e-04 -1.36291511e+00]
 [ 5.06829032e-05 -3.66410362e-03  2.79809128e+00]
 [-7.91232088e-05  5.04078947e-05  1.01073376e+00]]","[[ 5.29811593e+02  3.13262734e+01  6.27696907e+02]
 [ 3.75701620e+01 -2.60683836e+02  7.72332081e+02]
 [ 3.96014877e-02  1.54532867e-02  1.00000000e+00]]",3,"[[ 2.34211498e-03  5.96576224e-05 -1.60668879e+00]
 [ 1.98060132e-04 -4.27025399e-03  3.05434253e+00]
 [ 7.48846222e-05 -1.05325233e-04  1.02864582e+00]]","[[ 4.06549620e+02 -1.07715674e+01  6.66992233e+02]
 [-2.49565122e+00 -2.52617800e+02  7.46196153e+02]
 [-2.98520337e-02 -2.50819119e-02  1.00000000e+00]]"
115,24123.845596,"[[ 1.97730750e-03  1.57878662e-04 -1.36225239e+00]
 [ 5.13502058e-05 -3.66300099e-03  2.79605142e+00]
 [-7.87969766e-05  5.21918920e-05  1.00913060e+00]]","[[ 5.29911018e+02  3.17775685e+01  6.27293271e+02]
 [ 3.75313710e+01 -2.60381142e+02  7.72116377e+02]
 [ 3.94364742e-02  1.59481447e-02  1.00000000e+00]]",4,"[[ 2.33224561e-03  6.07853570e-05 -1.59995509e+00]
 [ 1.99183529e-04 -4.27127065e-03  3.05327142e+00]
 [ 6.62525034e-05 -1.04550975e-04  1.03382486e+00]]","[[ 4.10730100e+02 -1.04710215e+01  6.66573817e+02]
 [ 3.64357052e-01 -2.52375696e+02  7.45923686e+02]
 [-2.62847262e-02 -2.48517854e-02  1.00000000e+00]]"
116,24123.888750000002,"[[ 1.97613461e-03  1.56759105e-04 -1.35956296e+00]
 [ 5.12212713e-05 -3.66388617e-03  2.79613510e+00]
 [-7.88820784e-05  4.92060364e-05  1.01145665e+00]]","[[ 5.30250687e+02  3.11040969e+01  6.26757398e+02]
 [ 3.75771872e+01 -2.60959569e+02  7.71923111e+02]
 [ 3.95254229e-02  1.51211047e-02  1.00000000e+00]]",4,"[[ 2.33182204e-03  5.97955569e-05 -1.59791629e+00]
 [ 1.99466948e-04 -4.27219390e-03  3.05298974e+00]
 [ 6.68213916e-05 -1.07419130e-04  1.03559210e+00]]","[[ 4.10701054e+02 -1.10009842e+01  6.66142390e+02]
 [ 2.56806912e-01 -2.52818419e+02  7.45720632e+02]
 [-2.64737728e-02 -2.55143250e-02  1.00000000e+00]]"
117,24123.932542,"[[ 1.97401757e-03  1.57571429e-04 -1.35694883e+00]
 [ 4.87496705e-05 -3.65847224e-03  2.79363238e+00]
 [-8.08319024e-05  5.22563913e-05  1.01024441e+00]]","[[ 5.31419744e+02  3.18269138e+01  6.25785896e+02]
 [ 3.80470346e+01 -2.60673241e+02  7.71944968e+02]
 [ 4.05520366e-02  1.60302525e-02  1.00000000e+00]]",4,"[[ 2.33204427e-03  6.03772589e-05 -1.59679363e+00]
 [ 1.97976908e-04 -4.26815023e-03  3.05078264e+00]
 [ 6.62743682e-05 -1.04072352e-04  1.03350103e+00]]","[[ 4.10782042e+02 -1.04141727e+01  6.65413488e+02]
 [ 2.42903451e-01 -2.52471484e+02  7.45643657e+02]
 [-2.63173813e-02 -2.47557650e-02  1.00000000e+00]]"
118,24123.976266,"[[ 1.97358998e-03  1.55385515e-04 -1.35370268e+00]
 [ 4.64403397e-05 -3.65946969e-03  2.79638460e+00]
 [-8.12656003e-05  5.01324508e-05  1.01209439e+00]]","[[ 5.31698408e+02  3.11403229e+01  6.25120787e+02]
 [ 3.79350639e+01 -2.61075810e+02  7.72083296e+02]
 [ 4.08133995e-02  1.54323622e-02  1.00000000e+00]]",4,"[[ 2.33323159e-03  5.79769906e-05 -1.59461025e+00]
 [ 1.96398362e-04 -4.27011290e-03  3.05363934e+00]
 [ 6.69289358e-05 -1.06019362e-04  1.03455733e+00]]","[[ 4.10437779e+02 -1.09357368e+01  6.64904754e+02]
 [-1.19450620e-01 -2.52701895e+02  7.45700550e+02]
 [-2.65648187e-02 -2.51889149e-02  1.00000000e+00]]"
119,24124.024059,"[[ 1.97370167e-03  1.55156849e-04 -1.35156037e+00]
 [ 4.63114652e-05 -3.66062214e-03  2.79725758e+00]
 [-7.99992678e-05  4.84597609e-05  1.01251389e+00]]","[[ 5.31236088e+02  3.07784549e+01  6.24092551e+02]
 [ 3.74258177e+01 -2.61370893e+02  7.72043689e+02]
 [ 4.01820183e-02  1.49412516e-02  1.00000000e+00]]",4,"[[ 2.33515465e-03  5.75846949e-05 -1.59371937e+00]
 [ 1.97269031e-04 -4.27263153e-03  3.05462126e+00]
 [ 6.93997513e-05 -1.07809930e-04  1.03429330e+00]]","[[ 4.09449722e+02 -1.12387262e+01  6.64103700e+02]
 [-7.96498674e-01 -2.52871746e+02  7.45589299e+02]
 [-2.75565735e-02 -2.56040723e-02  1.00000000e+00]]"
120,24124.066193,"[[ 1.96989840e-03  1.53525842e-04 -1.34619226e+00]
 [ 4.30787780e-05 -3.65409917e-03  2.79455338e+00]
 [-8.31128688e-05  5.08793461e-05  1.01251149e+00]]","[[ 5.33254630e+02  3.10819881e+01  6.23205748e+02]
 [ 3.82911982e+01 -2.61305549e+02  7.72119254e+02]
 [ 4.18485037e-02  1.56821614e-02  1.00000000e+00]]",4,"[[ 2.33361031e-03  5.56659868e-05 -1.58973864e+00]
 [ 1.94827220e-04 -4.26731000e-03  3.05226697e+00]
 [ 6.76094976e-05 -1.04994724e-04  1.03342401e+00]]","[[ 4.10215096e+02 -1.09726836e+01  6.63451150e+02]
 [-5.03868687e-01 -2.52690257e+02  7.45557579e+02]
 [-2.68886147e-02 -2.49551838e-02  1.00000000e+00]]"
121,24124.108632,"[[ 1.96999105e-03  1.55068263e-04 -1.34676200e+00]
 [ 4.25508967e-05 -3.65438521e-03  2.79511122e+00]
 [-8.26827425e-05  5.24601960e-05  1.01099444e+00]]","[[ 5.33076989e+02  3.15617373e+01  6.22861251e+02]
 [ 3.80429400e+01 -2.60945484e+02  7.72117434e+02]
 [ 4.16229066e-02  1.61216140e-02  1.00000000e+00]]",4,"[[ 2.33449110e-03  5.70706521e-05 -1.59076675e+00]
 [ 1.94685789e-04 -4.26856806e-03  3.05320485e+00]
 [ 6.85584728e-05 -1.03481728e-04  1.03168056e+00]]","[[ 4.09766374e+02 -1.05990509e+01  6.63193454e+02]
 [-8.48985464e-01 -2.52355481e+02  7.45523824e+02]
 [-2.73154426e-02 -2.46079333e-02  1.00000000e+00]]"
122,24124.150557,"[[ 1.97103275e-03  1.52713089e-04 -1.34530590e+00]
 [ 4.29786558e-05 -3.65605686e-03  2.79597947e+00]
 [-8.22969252e-05  4.95494311e-05  1.01299211e+00]]","[[ 5.32679579e+02  3.06894936e+01  6.22719348e+02]
 [ 3.79379221e+01 -2.61470387e+02  7.72073089e+02]
 [ 4.14199565e-02  1.52828041e-02  1.00000000e+00]]",4,"[[ 2.33603710e-03  5.46777731e-05 -1.58971752e+00]
 [ 1.95483878e-04 -4.27011738e-03  3.05364429e+00]
 [ 6.93436159e-05 -1.06333385e-04  1.03328915e+00]]","[[ 4.09335729e+02 -1.12701667e+01  6.63070220e+02]
 [-9.77320528e-01 -2.52761733e+02  7.45474548e+02]
 [-2.75709287e-02 -2.52547862e-02  1.00000000e+00]]"
123,24124.192610000002,"[[ 1.97042163e-03  1.51984382e-04 -1.34399924e+00]
 [ 4.34004207e-05 -3.65717904e-03  2.79640671e+00]
 [-8.26387925e-05  4.84647354e-05  1.01402998e+00]]","[[ 5.32945109e+02  3.03978855e+01  6.22538767e+02]
 [ 3.81407679e+01 -2.61618945e+02  7.72022677e+02]
 [ 4.16096752e-02  1.49811523e-02  1.00000000e+00]]",4,"[[ 2.33542663e-03  5.39675939e-05 -1.58843241e+00]
 [ 1.96096834e-04 -4.27137039e-03  3.05396841e+00]
 [ 6.89509039e-05 -1.07429084e-04  1.03437078e+00]]","[[ 4.09580728e+02 -1.14981679e+01  6.62921226e+02]
 [-7.74785170e-01 -2.52874724e+02  7.45420058e+02]
 [-2.73830202e-02 -2.54969413e-02  1.00000000e+00]]"
124,24124.233854000002,"[[ 1.97058900e-03  1.51637195e-04 -1.34349201e+00]
 [ 4.32594085e-05 -3.65748600e-03  2.79679990e+00]
 [-8.25475621e-05  4.77554974e-05  1.01450545e+00]]","[[ 5.32869780e+02  3.02186104e+01  6.22363230e+02]
 [ 3.80866909e+01 -2.61752340e+02  7.72039309e+02]
 [ 4.15653287e-02  1.47801925e-02  1.00000000e+00]]",4,"[[ 2.33583814e-03  5.36401572e-05 -1.58813380e+00]
 [ 1.96065603e-04 -4.27170924e-03  3.05429357e+00]
 [ 6.91617400e-05 -1.08085488e-04  1.03473062e+00]]","[[ 4.09463667e+02 -1.16284384e+01  6.62780959e+02]
 [-8.37477317e-01 -2.52970080e+02  7.45425763e+02]
 [-2.74561690e-02 -2.56474012e-02  1.00000000e+00]]"
125,24124.27396,"[[ 1.97048898e-03  1.51626050e-04 -1.34300482e+00]
 [ 4.33123737e-05 -3.65709373e-03  2.79626736e+00]
 [-8.23802611e-05  4.76161590e-05  1.01449453e+00]]","[[ 5.32835099e+02  3.01923827e+01  6.22156271e+02]
 [ 3.80290945e+01 -2.61813068e+02  7.71983063e+02]
 [ 4.14830184e-02  1.47401377e-02  1.00000000e+00]]",4,"[[ 2.33602681e-03  5.37213704e-05 -1.58792225e+00]
 [ 1.96268858e-04 -4.27121681e-03  3.05356120e+00]
 [ 6.95536057e-05 -1.08029180e-04  1.03443399e+00]]","[[ 4.09323961e+02 -1.16107492e+01  6.62612373e+02]
 [-9.37005124e-01 -2.52989124e+02  7.45364028e+02]
 [-2.76201108e-02 -2.56397591e-02  1.00000000e+00]]"
126,24124.315038,"[[ 1.96997355e-03  1.51855860e-04 -1.34223675e+00]
 [ 4.30836340e-05 -3.65598107e-03  2.79539380e+00]
 [-8.23125038e-05  4.79621806e-05  1.01416167e+00]]","[[ 5.32941288e+02  3.02942459e+01  6.21842700e+02]
 [ 3.79802947e+01 -2.61819932e+02  7.71936449e+02]
 [ 4.14589854e-02  1.48408784e-02  1.00000000e+00]]",4,"[[ 2.33594873e-03  5.39757753e-05 -1.58748369e+00]
 [ 1.96229873e-04 -4.27024816e-03  3.05263504e+00]
 [ 6.99049935e-05 -1.07549056e-04  1.03385343e+00]]","[[ 4.09236604e+02 -1.15094236e+01  6.62367110e+02]
 [-1.05366027e+00 -2.52962598e+02  7.45298901e+02]
 [-2.77805360e-02 -2.55368139e-02  1.00000000e+00]]"
127,24124.357658,"[[ 1.96885810e-03  1.51886213e-04 -1.34119109e+00]
 [ 4.12578290e-05 -3.65543464e-03  2.79553323e+00]
 [-8.29543979e-05  4.84683920e-05  1.01416298e+00]]","[[ 5.33464138e+02  3.04086728e+01  6.21664276e+02]
 [ 3.80025810e+01 -2.61753039e+02  7.71777374e+02]
 [ 4.18189910e-02  1.49968815e-02  1.00000000e+00]]",4,"[[ 2.33494733e-03  5.41967853e-05 -1.58662459e+00]
 [ 1.94179547e-04 -4.26930138e-03  3.05267811e+00]
 [ 6.93909525e-05 -1.06650598e-04  1.03351881e+00]]","[[ 4.09538540e+02 -1.13437948e+01  6.62216177e+02]
 [-1.11633399e+00 -2.52858963e+02  7.45149303e+02]
 [-2.76118121e-02 -2.53313270e-02  1.00000000e+00]]"
128,24124.398395,"[[ 1.96852163e-03  1.50158445e-04 -1.34101183e+00]
 [ 4.09445513e-05 -3.65579764e-03  2.79433038e+00]
 [-8.41490845e-05  4.69429809e-05  1.01616528e+00]]","[[ 5.33978589e+02  2.99246035e+01  6.22391244e+02]
 [ 3.84228307e+01 -2.62055565e+02  7.71326584e+02]
 [ 4.24440078e-02  1.45840422e-02  1.00000000e+00]]",4,"[[ 2.33263860e-03  5.30861211e-05 -1.58544283e+00]
 [ 1.92641198e-04 -4.26659782e-03  3.05024742e+00]
 [ 6.70492618e-05 -1.07355186e-04  1.03552666e+00]]","[[ 4.10604900e+02 -1.15665341e+01  6.62726909e+02]
 [-5.05060103e-01 -2.53126465e+02  7.44836064e+02]
 [-2.66385958e-02 -2.54932221e-02  1.00000000e+00]]"
129,24124.437416,"[[ 1.97047448e-03  1.52020742e-04 -1.34454693e+00]
 [ 4.32501301e-05 -3.65514839e-03  2.79236143e+00]
 [-8.19464059e-05  5.03261727e-05  1.01222176e+00]]","[[ 5.32719571e+02  3.07318757e+01  6.22839765e+02]
 [ 3.78144732e+01 -2.61393954e+02  7.71322810e+02]
 [ 4.12472823e-02  1.54840814e-02  1.00000000e+00]]",4,"[[ 2.33455613e-03  5.47460520e-05 -1.58880540e+00]
 [ 1.94979416e-04 -4.26655243e-03  3.04867244e+00]
 [ 6.94227067e-05 -1.04315908e-04  1.03166650e+00]]","[[ 4.09543703e+02 -1.09573796e+01  6.63092879e+02]
 [-1.05236902e+00 -2.52606251e+02  7.44854763e+02]
 [-2.76653466e-02 -2.48046820e-02  1.00000000e+00]]"
130,24124.480058,"[[ 1.96499890e-03  1.52445185e-04 -1.34160675e+00]
 [ 4.27530546e-05 -3.65538968e-03  2.79298772e+00]
 [-8.78333515e-05  4.87775319e-05  1.01708723e+00]]","[[ 5.36082258e+02  3.06690020e+01  6.22909627e+02]
 [ 4.01706538e+01 -2.61600337e+02  7.71359350e+02]
 [ 4.43683438e-02  1.51943506e-02  1.00000000e+00]]",3,"[[ 2.34085772e-03  5.54546770e-05 -1.59393123e+00]
 [ 1.94298141e-04 -4.26594578e-03  3.04908851e+00]
 [ 7.53061742e-05 -1.05814835e-04  1.02887957e+00]]","[[ 4.06782896e+02 -1.11641705e+01  6.63269570e+02]
 [-2.97154711e+00 -2.52931636e+02  7.44960372e+02]
 [-3.00790282e-02 -2.51955518e-02  1.00000000e+00]]"
131,24124.520824,"[[ 1.96945575e-03  1.52700441e-04 -1.34440780e+00]
 [ 4.33984495e-05 -3.65472267e-03  2.79136052e+00]
 [-8.29836192e-05  4.97926944e-05  1.01328697e+00]]","[[ 5.33319922e+02  3.07686656e+01  6.22837405e+02]
 [ 3.82558841e+01 -2.61513680e+02  7.71164039e+02]
 [ 4.17966037e-02  1.53705381e-02  1.00000000e+00]]",4,"[[ 2.33310883e-03  5.56862512e-05 -1.58850290e+00]
 [ 1.94965392e-04 -4.26546221e-03  3.04732471e+00]
 [ 6.80951273e-05 -1.04674546e-04  1.03280154e+00]]","[[ 4.10172083e+02 -1.09170788e+01  6.63077465e+02]
 [-6.17045671e-01 -2.52724838e+02  7.44726295e+02]
 [-2.71061845e-02 -2.48938996e-02  1.00000000e+00]]"
132,24124.563373,"[[ 1.97019339e-03  1.51543200e-04 -1.34439456e+00]
 [ 4.35841597e-05 -3.65664433e-03  2.79200460e+00]
 [-8.31158978e-05  4.82620710e-05  1.01457807e+00]]","[[ 5.33178706e+02  3.03201586e+01  6.23065438e+02]
 [ 3.83141422e+01 -2.61711310e+02  7.70969261e+02]
 [ 4.18563226e-02  1.49331210e-02  1.00000000e+00]]",4,"[[ 2.33328317e-03  5.47172788e-05 -1.58824071e+00]
 [ 1.94871028e-04 -4.26640042e-03  3.04745650e+00]
 [ 6.76271236e-05 -1.06001197e-04  1.03407476e+00]]","[[ 4.10294607e+02 -1.12161929e+01  6.63228118e+02]
 [-4.59541464e-01 -2.52895182e+02  7.44585630e+02]
 [-2.68798323e-02 -2.51903191e-02  1.00000000e+00]]"
133,24124.603748,"[[ 1.96845096e-03  1.53500937e-04 -1.34489124e+00]
 [ 4.47584872e-05 -3.65991340e-03  2.79307343e+00]
 [-8.47348325e-05  4.56003583e-05  1.01765225e+00]]","[[ 5.34150757e+02  3.01665708e+01  6.23117796e+02]
 [ 3.91360648e+01 -2.61985719e+02  7.70773223e+02]
 [ 4.27224098e-02  1.42512357e-02  1.00000000e+00]]",3,"[[ 2.34331179e-03  5.69810565e-05 -1.59690779e+00]
 [ 1.96073715e-04 -4.26833548e-03  3.04766904e+00]
 [ 7.80489625e-05 -1.08172537e-04  1.02875807e+00]]","[[ 4.05605108e+02 -1.13971250e+01  6.63371340e+02]
 [-3.61072804e+00 -2.53199230e+02  7.44491322e+02]
 [-3.11517745e-02 -2.57588931e-02  1.00000000e+00]]"
134,24124.646696,"[[ 1.97181735e-03  1.52627363e-04 -1.34593253e+00]
 [ 4.47383283e-05 -3.65735180e-03  2.79088608e+00]
 [-8.11504800e-05  4.85672146e-05  1.01311974e+00]]","[[ 5.32091602e+02  3.04771447e+01  6.22928495e+02]
 [ 3.76544449e+01 -2.61615987e+02  7.70709251e+02]
 [ 4.08152320e-02  1.49826265e-02  1.00000000e+00]]",4,"[[ 2.33509374e-03  5.60518747e-05 -1.59011000e+00]
 [ 1.96138195e-04 -4.26655517e-03  3.04579351e+00]
 [ 6.99249437e-05 -1.05367251e-04  1.03206430e+00]]","[[ 4.09315640e+02 -1.09984538e+01  6.63094256e+02]
 [-1.05774230e+00 -2.52777798e+02  7.44359676e+02]
 [-2.78401494e-02 -2.50618448e-02  1.00000000e+00]]"
135,24124.687404,"[[ 1.97088472e-03  1.52166912e-04 -1.34371252e+00]
 [ 4.43227349e-05 -3.65682086e-03  2.79058792e+00]
 [-8.10780748e-05  4.81909342e-05  1.01331445e+00]]","[[ 5.32303123e+02  3.03507370e+01  6.22280650e+02]
 [ 3.75896161e+01 -2.61741351e+02  7.70660966e+02]
 [ 4.08033596e-02  1.48762703e-02  1.00000000e+00]]",4,"[[ 2.33509567e-03  5.56060097e-05 -1.58858565e+00]
 [ 1.96247112e-04 -4.26643956e-03  3.04534655e+00]
 [ 7.06085205e-05 -1.05481259e-04  1.03172223e+00]]","[[ 4.09141335e+02 -1.10489329e+01  6.62585204e+02]
 [-1.25883202e+00 -2.52804797e+02  7.44268595e+02]
 [-2.81293227e-02 -2.50901054e-02  1.00000000e+00]]"
136,24124.728834,"[[ 1.96733737e-03  1.52932332e-04 -1.34056430e+00]
 [ 4.17883959e-05 -3.65508221e-03  2.79138697e+00]
 [-8.36356072e-05  4.74370080e-05  1.01541409e+00]]","[[ 5.34076130e+02  3.04122295e+01  6.21491368e+02]
 [ 3.83333791e+01 -2.61983949e+02  7.70805670e+02]
 [ 4.21989028e-02  1.47440144e-02  1.00000000e+00]]",4,"[[ 2.33274660e-03  5.62994259e-05 -1.58618239e+00]
 [ 1.94290634e-04 -4.26614064e-03  3.04674824e+00]
 [ 6.86830835e-05 -1.06377560e-04  1.03371063e+00]]","[[ 4.10112042e+02 -1.10950035e+01  6.61999751e+02]
 [-8.45124005e-01 -2.52974875e+02  7.44318780e+02]
 [-2.73361432e-02 -2.52960645e-02  1.00000000e+00]]"
137,24124.769871,"[[ 1.96654065e-03  1.50286682e-04 -1.33623549e+00]
 [ 3.81282128e-05 -3.65286587e-03  2.79242728e+00]
 [-8.45586360e-05  4.79623632e-05  1.01549911e+00]]","[[ 5.34606407e+02  3.01429666e+01  6.20569735e+02]
 [ 3.82297754e+01 -2.62062497e+02  7.70925787e+02]
 [ 4.27100308e-02  1.48872458e-02  1.00000000e+00]]",4,"[[ 2.33488965e-03  5.30509061e-05 -1.58359771e+00]
 [ 1.91683081e-04 -4.26550950e-03  3.04816946e+00]
 [ 6.96880261e-05 -1.05634949e-04  1.03254081e+00]]","[[ 4.09474164e+02 -1.12848386e+01  6.61320542e+02]
 [-1.45444332e+00 -2.52889858e+02  7.44326891e+02]
 [-2.77849418e-02 -2.51104739e-02  1.00000000e+00]]"
138,24124.811868,"[[ 1.96605336e-03  1.48280310e-04 -1.33385915e+00]
 [ 3.78737483e-05 -3.65493003e-03  2.79370928e+00]
 [-8.46440135e-05  4.61874866e-05  1.01690455e+00]]","[[ 5.34770361e+02  2.95345028e+01  6.20311437e+02]
 [ 3.82379819e+01 -2.62311168e+02  7.70795276e+02]
 [ 4.27758861e-02  1.43724525e-02  1.00000000e+00]]",4,"[[ 2.33488608e-03  5.10815151e-05 -1.58162128e+00]
 [ 1.91720604e-04 -4.26758076e-03  3.04916987e+00]
 [ 7.00425397e-05 -1.07151086e-04  1.03343591e+00]]","[[ 4.09414979e+02 -1.16985862e+01  6.61105748e+02]
 [-1.54807280e+00 -2.53028723e+02  7.44196219e+02]
 [-2.79091740e-02 -2.54422200e-02  1.00000000e+00]]"
139,24124.853067,"[[ 1.96952098e-03  1.49853514e-04 -1.33776869e+00]
 [ 4.42284019e-05 -3.64689240e-03  2.78358631e+00]
 [-7.77286684e-05  5.51946489e-05  1.00569331e+00]]","[[ 5.31528272e+02  3.12333098e+01  6.20588069e+02]
 [ 3.62825527e+01 -2.61049313e+02  7.70802540e+02]
 [ 3.90898316e-02  1.67409374e-02  1.00000000e+00]]",3,"[[ 2.35059112e-03  5.27636557e-05 -1.59397687e+00]
 [ 2.08844420e-04 -4.26186572e-03  3.03360360e+00]
 [ 8.76757490e-05 -1.01706318e-04  1.01770136e+00]]","[[ 4.01715104e+02 -1.08107195e+01  6.61412125e+02]
 [-5.32781205e+00 -2.52465082e+02  7.44212990e+02]
 [-3.51405100e-02 -2.42993250e-02  1.00000000e+00]]"
140,24124.894347,"[[ 1.96925357e-03  1.49728910e-04 -1.33864742e+00]
 [ 4.08774829e-05 -3.65423053e-03  2.79221475e+00]
 [-8.26232895e-05  4.80934442e-05  1.01423872e+00]]","[[ 5.33244685e+02  3.00241884e+01  6.21148288e+02]
 [ 3.77885189e+01 -2.61959217e+02  7.71053088e+02]
 [ 4.16480354e-02  1.48675237e-02  1.00000000e+00]]",4,"[[ 2.33648672e-03  5.24110412e-05 -1.58521872e+00]
 [ 1.94089040e-04 -4.26645833e-03  3.04789743e+00]
 [ 7.07782191e-05 -1.05813099e-04  1.03193849e+00]]","[[ 4.08892631e+02 -1.13894579e+01  6.61762456e+02]
 [-1.54697575e+00 -2.52869677e+02  7.44490635e+02]
 [-2.82036019e-02 -2.51476214e-02  1.00000000e+00]]"
141,24124.936875,"[[ 1.97005946e-03  1.51960476e-04 -1.34145707e+00]
 [ 4.38240497e-05 -3.65334332e-03  2.79159035e+00]
 [-8.15121391e-05  4.83428682e-05  1.01335212e+00]]","[[ 5.32634142e+02  3.03776339e+01  6.21406824e+02]
 [ 3.77511228e+01 -2.61941778e+02  7.71573505e+02]
 [ 4.10431377e-02  1.49396862e-02  1.00000000e+00]]",4,"[[ 2.33664759e-03  5.44122442e-05 -1.58739316e+00]
 [ 1.97187766e-04 -4.26669282e-03  3.04797122e+00]
 [ 7.12571910e-05 -1.06529717e-04  1.03218804e+00]]","[[ 4.08730537e+02 -1.13161689e+01  6.61998967e+02]
 [-1.36817115e+00 -2.52990950e+02  7.44958556e+02]
 [-2.83579540e-02 -2.53293924e-02  1.00000000e+00]]"
